UNID,NoteID,ParentUNID,Created,Modified,LastUpdatedBy,Attachments,CaseNumber,Stage,Source,AuthFileName,AuthFileLine,AuthorizationDate,EnteredDate,EnteredBy,Priority,ServiceNumber,VeteranLastName,VeteranFirstName,VeteranMI,VeteranRank,Branch,ServiceFrom,ServiceTo,Era,Deceased,RequesterKey,RequesterName,Relationship,AssignedCSR,LineCount,EngravingRequired,EngravingDate,EngravingJobNumber,AssemblyDate,QCResult,WarehouseDate,PickBin,ShippedDate,TrackingNumber,ClosedDate,DaysOpen,AgingFlag,HoldReason,StageBeforeHold,ShipToName,ShipToStreet,ShipToCity,ShipToState,ShipToZIP,Remarks,StatusHistory,DocReaders,DocAuthors,LookupKey,DaysInStage,LastModifiedBy,LastModifiedDate,AgingLastEval
2284DFFE3CD8D1412AD4909BCA0C6DD6,BDBA,,04/29/2026 11:22:40,04/29/2026 11:22:40,CN=HAAS-APP01/O=TACOM,,VMA-2026-000513,Authorized,Congressional,,,04/11/2026,04/29/2026,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,Congressional,RA 15 320 899,Quarterman,Jamal,J,PVT,Army Reserve,12/18/1973,06/11/1976,Vietnam,Yes,RQ001991,Jennifer Quarterman,Son,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,3,No,,,,,,,,,,125,Red,,,Jennifer Quarterman,2668 Veterans Memorial Ln,Oklahoma City,OK,73131-4988,,04/29/2026 11:22 | (new) -> Authorized | Benedetta Kowalczyk;08/31/2026 02:42 | AgingFlag -> Red (125 days) | NightlyAging,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],QUARTERMAN|JAMAL|73131,125,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,04/29/2026 11:22:40,09/01/2026 02:30:00
442F3481B2DA5C57B64CAF0EE3DE7237,BDCA,,10/02/2006 11:53:31,11/05/2006 19:53:31,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2006-000094,CLOSED,HRC,HRC_AWD_20060206_5.txt,171,02/06/2006,10/02/2006,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,***-**-3966,Xanthopoulos,Linda,,PVT,Army National Guard,09/24/1998,12/01/2003,Global War on Terrorism,No,RQ000692,Linda Xanthopoulos,Self,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,2,No,,,10/16/2006 11:53:31,Pass,10/19/2006 16:53:31,D-19-2,10/24/2006 19:53:31,9405 5516 8315 2484 9828 22,11/05/2006 19:53:31,34,,,,Linda Xanthopoulos,8052 Willow Ct Apt 1B,Charleston,WV,25394-9508,Replacement set - originals lost in house fire per requester.,10/02/2006 11:53 | (new) -> Authorized | HRC-Transfer;10/16/2006 11:53 | Authorized -> Assembly/QC | Marlene Okafor;10/19/2006 16:53 | Assembly/QC -> Warehouse | Ignatius Pardo;10/24/2006 19:53 | Warehouse -> Shipped | Yolanda Strickland-Oby;11/05/2006 19:53 | Shipped -> Closed | Renata Vasquez-Holm,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],XANTHOPOULOS|LINDA|25394,0,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,11/05/2006 19:53:31,
4C2A4F386CB9A339CB989E135F0F23F2,BDD6,,04/05/2019 07:50:40,05/14/2019 20:50:40,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,VMA-2019-000097,Closed,NPRC,nprc_awd_20120810_b62.dat,188,08/10/2012,04/05/2019,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,34 894 135,Underhill,Thomas,,T/SGT,Regular Army,01/14/1944,02/22/1949,World War II,Yes,RQ000679,Steven Underhill-Voss,Daughter,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,3,Yes,04/08/2019 10:50:40,ENG-2019-01182,04/21/2019 11:50:40,Pass,04/23/2019 12:50:40,E-08-1,04/28/2019 17:50:40,9405 5643 2139 6523 5124 36,05/14/2019 20:50:40,39,,,,Steven Underhill-Voss,7295 Walnut St,Phoenix,AZ,85056,Congressional interest - Rep. office case #937028,04/05/2019 07:50 | (new) -> Authorized | HRC-Transfer;04/08/2019 10:50 | Authorized -> Engraving | Lorraine Whitcombe;04/21/2019 11:50 | Engraving -> Assembly/QC | Oswaldo Ferreira-Lund;04/23/2019 12:50 | Assembly/QC -> Warehouse | Ignatius Pardo;04/28/2019 17:50 | Warehouse -> Shipped | Cletus Marchbanks;05/14/2019 20:50 | Shipped -> Closed | Dwayne Petrakis,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],UNDERHILL|THOMAS|85056,0,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,05/14/2019 20:50:40,
A87DED6A9A644C26E49CCBBAD357612D,BDE6,,06/15/2026 09:08:10,06/15/2026 09:08:10,CN=HAAS-APP01/O=TACOM,,VMA-2026-000514,Authorized,HRC,HRC_AWD_20180326_6.txt,47,03/26/2018,06/15/2026,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,RA 15 726 473,Iverstone,Ralph,,SFC,Army of the United States,12/02/1950,03/12/1955,Korea,Yes,RQ000204,Donna Iverstone,Spouse,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,1,No,,,,,,,,,,78,Red,,,Donna Iverstone,7236 Cedar Rd,Little Rock,AR,72290-5609,Congressional interest - Rep. office case #615800,06/15/2026 09:08 | (new) -> Authorized | HRC-Transfer;08/31/2026 02:50 | AgingFlag -> Red (78 days) | NightlyAging,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],IVERSTONE|RALPH|72290,78,CN=HRC-Transfer/OU=Agents/O=TACOM,06/15/2026 09:08:10,09/01/2026 02:30:00
C45EECF1A5A6B687BE7E88F612815CA1,BDEE,,08/09/2006 14:30:30,10/01/2006 05:30:30,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2006-000095,Complete,HRC,HRC_AWD_20060206_5.txt,260,02/06/2006,08/09/2006,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,RA 11 372 588,Everleigh,Betty,C,SGT,Army Reserve,10/19/1967,02/06/1971,Vietnam,No,RQ001346,Betty Everleigh,Self,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,1,Yes,08/20/2006 14:30:30,ENG-2006-01183,09/01/2006 18:30:30,Pass,09/04/2006 21:30:30,F-21-3,09/07/2006 02:30:30,9405 5328 2909 8400 7843 62,10/01/2006 05:30:30,53,,,,Betty Everleigh,9813 Oak Way,Fargo,ND,58118,,08/09/2006 14:30 | (new) -> Authorized | HRC-Transfer;08/20/2006 14:30 | Authorized -> Engraving | Ret Hamlin;09/01/2006 18:30 | Engraving -> Assembly/QC | Oswaldo Ferreira-Lund;09/04/2006 21:30 | Assembly/QC -> Warehouse | Tamsin Greylock;09/07/2006 02:30 | Warehouse -> Shipped | Cletus Marchbanks;10/01/2006 05:30 | Shipped -> Closed | Renata Vasquez-Holm,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],EVERLEIGH|BETTY|58118,0,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,10/01/2006 05:30:30,
3BC88713D783E3BFA50A11D8F53B153A,BDF6,,11/19/2009 14:56:24,12/27/2009 22:56:24,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,VMA-2009-000091,Closed,NPRC,nprc_awd_20080321_b43.dat,3,03/21/2008,11/19/2009,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,***-**-8184,Okonkwo,Ruth,,PVT,Army Reserve,07/21/2009,04/22/2019,Global War on Terrorism,No,RQ000452,Michael Okonkwo-Bell,Daughter,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,2,No,,,12/03/2009 17:56:24,Pass,12/10/2009 17:56:24,B-20-2,12/17/2009 19:56:24,9405 5407 1557 6038 2783 15,12/27/2009 22:56:24,38,,,,Michael Okonkwo-Bell,787 Washington Rd,Knoxville,TN,37953,Replacement set - originals lost in house fire per requester.,11/19/2009 14:56 | (new) -> Authorized | HRC-Transfer;12/03/2009 17:56 | Authorized -> Assembly/QC | Benedetta Kowalczyk;12/10/2009 17:56 | Assembly/QC -> Warehouse | Tamsin Greylock;12/17/2009 19:56 | Warehouse -> Shipped | Cletus Marchbanks;12/27/2009 22:56 | Shipped -> Closed | Marlene Okafor,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],OKONKWO|RUTH|37953,0,CN=Marlene Okafor/OU=CHPSID/O=TACOM,12/27/2009 22:56:24,
0494ACF9AF8AB21F333909A3219137CF,BE02,,10/29/2025 13:27:03,11/09/2025 18:27:03,CN=HAAS-APP01/O=TACOM,,VMA-2025-000129,Assembly/QC,NPRC,nprc_awd_20071005_b11.dat,275,10/05/2007,10/29/2025,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,RA 14 962 134,Wickersham Jr.,Mary,F,PFC,Army of the United States,11/15/1948,02/18/1951,Korea,Yes,RQ000160,James Wickersham Jr.,Daughter,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,3,Yes,10/31/2025 18:27:03,ENG-2025-01184,11/09/2025 18:27:03,Fail - Rework,,,,,,307,Red,,,James Wickersham Jr.,1038 Elm Dr,Sacramento,CA,95812-3359,NOK provided DD-214 copy.,10/29/2025 13:27 | (new) -> Authorized | HRC-Transfer;10/31/2025 18:27 | Authorized -> Engraving | Ret Hamlin;11/09/2025 18:27 | Engraving -> Assembly/QC | Hector Amundsen;08/31/2026 02:30 | AgingFlag -> Red (307 days) | NightlyAging,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],WICKERSHAM JR.|MARY|95812,296,CN=Hector Amundsen/OU=CHPSID/O=TACOM,11/09/2025 18:27:03,09/01/2026 02:30:00
7791B7F3865CB9D08C16B6AC3B5AAFE1,BE12,,08/13/2026 15:07:15,08/31/2026 18:30:00,CN=HAAS-APP01/O=TACOM,,VMA-2026-000515,On Hold,NPRC,nprc_awd_20080321_b43.dat,142,03/21/2008,08/13/2026,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,34 326 844,Fairweather,Heather,,MSG,Army Air Forces,01/22/1940,05/01/1943,World War II,Yes,RQ000247,J. Fairweather,Son,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,4,Yes,08/16/2026 20:07:15,ENG-2026-01185,08/30/2026 21:07:15,Pass,,,,,,19,,Address returned undeliverable - contacting requester,Assembly/QC,J. Fairweather,9724 Veterans Memorial Dr,Boise,ID,83701,Congressional interest - Rep. office case #450665,08/13/2026 15:07 | (new) -> Authorized | HRC-Transfer;08/16/2026 20:07 | Authorized -> Engraving | Renata Vasquez-Holm;08/30/2026 21:07 | Engraving -> Assembly/QC | Hector Amundsen;08/31/2026 18:30 | Assembly/QC -> On Hold | Benedetta Kowalczyk,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],FAIRWEATHER|HEATHER|83701,1,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,08/31/2026 18:30:00,09/01/2026 02:30:00
D32532144459DD56B513954E69DA4AF1,BE26,,04/29/2021 15:28:14,06/07/2021 03:28:14,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2021-000098,Closed,HRC,HRC_AWD_20191126_8.txt,116,11/26/2019,04/29/2021,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,***-**-9657,Everleigh,Timothy,W,SGT,Army Reserve,05/09/1999,05/22/2006,Global War on Terrorism,No,RQ000466,Timothy Everleigh,Self,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,2,No,,,05/13/2021 19:28:14,Pass,05/21/2021 20:28:14,A-24-1,05/23/2021 01:28:14,9405 5273 7152 8470 2211 19,06/07/2021 03:28:14,39,,,,Timothy Everleigh,5132 Willow Rd,Knoxville,TN,37952,Requester called to confirm address.,04/29/2021 15:28 | (new) -> Authorized | HRC-Transfer;05/13/2021 19:28 | Authorized -> Assembly/QC | Lorraine Whitcombe;05/21/2021 20:28 | Assembly/QC -> Warehouse | Tamsin Greylock;05/23/2021 01:28 | Warehouse -> Shipped | Cletus Marchbanks;06/07/2021 03:28 | Shipped -> Closed | Ret Hamlin,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],EVERLEIGH|TIMOTHY|37952,0,CN=Ret Hamlin/OU=CHPSID/O=TACOM,06/07/2021 03:28:14,
A9B41FA04C3A23A868FE7AF1BF9FCF71,BE32,,08/25/2014 13:16:52,10/02/2014 23:16:52,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2014-000102,Closed,HRC,HRC_AWD_20130718_6.txt,146,07/18/2013,08/25/2014,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,***-**-3043,Wexcombe,Brandon,W,MSG,Regular Army,01/03/2012,06/18/2022,Global War on Terrorism,No,RQ001896,Angela Wexcombe,Sibling,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,2,Yes,09/04/2014 15:16:52,ENG-2014-01186,09/14/2014 16:16:52,Pass,09/23/2014 21:16:52,F-12-6,09/25/2014 22:16:52,9405 5909 3015 6949 8188 40,10/02/2014 23:16:52,38,,,,Angela Wexcombe,3571 Veterans Memorial Pl,Dallas,TX,75217,NOK provided DD-214 copy.,08/25/2014 13:16 | (new) -> Authorized | HRC-Transfer;09/04/2014 15:16 | Authorized -> Engraving | Benedetta Kowalczyk;09/14/2014 16:16 | Engraving -> Assembly/QC | Oswaldo Ferreira-Lund;09/23/2014 21:16 | Assembly/QC -> Warehouse | Ignatius Pardo;09/25/2014 22:16 | Warehouse -> Shipped | Yolanda Strickland-Oby;10/02/2014 23:16 | Shipped -> Closed | Ret Hamlin,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],WEXCOMBE|BRANDON|75217,0,CN=Ret Hamlin/OU=CHPSID/O=TACOM,10/02/2014 23:16:52,
88F4F22B1F4BB20B240F6E8DFD6542C0,BE3E,,03/23/2012 12:17:00,04/12/2012 17:17:00,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2012-000108,Cancelled,NPRC,nprc_awd_20090109_b92.dat,208,01/09/2009,03/23/2012,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,RA 11 352 391,Redfearn,Jessica,L,SPC,Army of the United States,01/27/1964,04/24/1966,Vietnam,No,RQ000419,Jessica Redfearn,Self,CN=Marlene Okafor/OU=CHPSID/O=TACOM,2,No,,,03/29/2012 15:17:00,Pass,03/31/2012 16:17:00,E-19-4,,,,20,,,,Jessica Redfearn,3092 Washington Rd,Baltimore,MD,21299-9739,Requester called to confirm address.,03/23/2012 12:17 | (new) -> Authorized | HRC-Transfer;03/29/2012 15:17 | Authorized -> Assembly/QC | Lorraine Whitcombe;03/31/2012 16:17 | Assembly/QC -> Warehouse | Ignatius Pardo;04/12/2012 17:17 | Warehouse -> Cancelled | Renata Vasquez-Holm,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Marlene Okafor/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],REDFEARN|JESSICA|21299,0,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,04/12/2012 17:17:00,
0F2010B15D7FB6C364A9A7BBF8533622,BE4A,,04/03/2026 15:56:57,04/22/2026 21:56:57,CN=HAAS-APP01/O=TACOM,,VMA-2026-000516,Assembly/QC,Congressional,,,03/24/2026,04/03/2026,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,Congressional,RA 16 394 715,Ellsworthy,David,B,CW3,Army Reserve,01/17/1969,06/01/1971,Vietnam,Yes,RQ002436,Virginia Ellsworthy,Son,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,4,Yes,04/05/2026 18:56:57,ENG-2026-01187,04/22/2026 21:56:57,Pass,,,,,,151,Red,,,Virginia Ellsworthy,2643 Willow Pl,Boise,ID,83775-2534,,04/03/2026 15:56 | (new) -> Authorized | Renata Vasquez-Holm;04/05/2026 18:56 | Authorized -> Engraving | Benedetta Kowalczyk;04/22/2026 21:56 | Engraving -> Assembly/QC | Oswaldo Ferreira-Lund;08/31/2026 02:22 | AgingFlag -> Red (151 days) | NightlyAging,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],ELLSWORTHY|DAVID|83775,132,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,04/22/2026 21:56:57,09/01/2026 02:30:00
EBAC676D808F080FB2D6B7A8AE736AB6,BE5E,,01/08/2024 15:45:49,02/09/2024 01:45:49,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,VMA-2024-000096,Closed,NPRC,nprc_awd_20100804_b92.dat,190,08/04/2010,01/08/2024,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,38 464 692,Vandermolen,Betty,B,COL,Women's Army Corps,04/19/1944,12/09/1949,World War II,Yes,RQ000383,Jamal Vandermolen,Son,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,3,Yes,01/12/2024 18:45:49,ENG-2024-01188,01/19/2024 21:45:49,Pass,01/21/2024 23:45:49,G-05-3,01/23/2024 01:45:49,9405 5560 7269 7973 1463 15,02/09/2024 01:45:49,32,,,,Jamal Vandermolen,5205 Bradley Dr,St. Louis,MO,63160,Replacement set - originals lost in house fire per requester.,01/08/2024 15:45 | (new) -> Authorized | HRC-Transfer;01/12/2024 18:45 | Authorized -> Engraving | Ret Hamlin;01/19/2024 21:45 | Engraving -> Assembly/QC | Hector Amundsen;01/21/2024 23:45 | Assembly/QC -> Warehouse | Ignatius Pardo;01/23/2024 01:45 | Warehouse -> Shipped | Yolanda Strickland-Oby;02/09/2024 01:45 | Shipped -> Closed | Lorraine Whitcombe,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],VANDERMOLEN|BETTY|63160,0,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,02/09/2024 01:45:49,
CE93740FDD32226984C25D5B1A27822B,BE6E,,12/28/2020 09:51:07,02/08/2021 05:51:07,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2020-000086,Closed,Manual,,,12/12/2020,12/28/2020,CN=Ret Hamlin/OU=CHPSID/O=TACOM,Routine,RA 16 266 532,Zellinger,Virginia,W,MSG,Army of the United States,03/11/1968,08/20/1971,Vietnam,No,RQ001915,Virginia Zellinger,Self,CN=Ret Hamlin/OU=CHPSID/O=TACOM,2,Yes,01/08/2021 14:51:07,ENG-2021-01189,01/14/2021 17:51:07,Pass,01/24/2021 22:51:07,E-07-6,01/30/2021 02:51:07,9405 5573 8679 6527 4449 55,02/08/2021 05:51:07,42,,,,Virginia Zellinger,270 Bradley Ter Apt 17C,Phoenix,AZ,85013,Replacement set - originals lost in house fire per requester.,12/28/2020 09:51 | (new) -> Authorized | Ret Hamlin;01/08/2021 14:51 | Authorized -> Engraving | Renata Vasquez-Holm;01/14/2021 17:51 | Engraving -> Assembly/QC | Oswaldo Ferreira-Lund;01/24/2021 22:51 | Assembly/QC -> Warehouse | Ignatius Pardo;01/30/2021 02:51 | Warehouse -> Shipped | Yolanda Strickland-Oby;02/08/2021 05:51 | Shipped -> Closed | Renata Vasquez-Holm,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],ZELLINGER|VIRGINIA|85013,0,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,02/08/2021 05:51:07,
3FC4946176870CB87467450757A9C8D3,BE7A,,08/08/2011 12:28:22,09/08/2011 00:28:22,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,VMA-2011-000097,Closed,NPRC,nprc_awd_20071005_b11.dat,299,10/05/2007,08/08/2011,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,RA 16 185 903,Jaramillo,Michael,E,CPT,Regular Army,11/25/1972,05/15/1979,Vietnam,No,RQ001522,Mildred Jaramillo,Son,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,1,No,,,08/12/2011 13:28:22,Pass,08/18/2011 18:28:22,E-20-4,08/20/2011 22:28:22,9405 5458 4505 6516 6909 74,09/08/2011 00:28:22,31,,,,Mildred Jaramillo,9059 Madison Way,Columbus,GA,31968,NOK provided DD-214 copy.,08/08/2011 12:28 | (new) -> Authorized | HRC-Transfer;08/12/2011 13:28 | Authorized -> Assembly/QC | Ret Hamlin;08/18/2011 18:28 | Assembly/QC -> Warehouse | Ignatius Pardo;08/20/2011 22:28 | Warehouse -> Shipped | Yolanda Strickland-Oby;09/08/2011 00:28 | Shipped -> Closed | Ret Hamlin,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],JARAMILLO|MICHAEL|31968,0,CN=Ret Hamlin/OU=CHPSID/O=TACOM,09/08/2011 00:28:22,
E7E15620AF9FA9A0D09FBD66D87BBAF0,BE82,,05/30/2011 10:48:31,06/29/2011 20:48:31,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,,VMA-2011-000098,Closed,NPRC,nprc_awd_20071211_b46.dat,78,12/11/2007,05/30/2011,CN=HRC-Transfer/OU=Agents/O=TACOM,Expedite,RA 14 194 975,Wickersham,Tyler,,CW2,Regular Army,07/09/1952,03/04/1955,Korea,No,RQ000916,C. Wickersham,Daughter,CN=Ret Hamlin/OU=CHPSID/O=TACOM,2,No,,,06/05/2011 12:48:31,Pass,06/13/2011 14:48:31,A-13-1,06/22/2011 18:48:31,9405 5287 2452 8299 3631 50,06/29/2011 20:48:31,30,,,,C. Wickersham,6663 Chestnut Pl,Peoria,IL,61606,Requester called to confirm address.,05/30/2011 10:48 | (new) -> Authorized | HRC-Transfer;06/05/2011 12:48 | Authorized -> Assembly/QC | Marlene Okafor;06/13/2011 14:48 | Assembly/QC -> Warehouse | Ignatius Pardo;06/22/2011 18:48 | Warehouse -> Shipped | Yolanda Strickland-Oby;06/29/2011 20:48 | Shipped -> Closed | Benedetta Kowalczyk,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Ret Hamlin/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],WICKERSHAM|TYLER|61606,0,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,06/29/2011 20:48:31,
A0298A86472730C30E79950A46751553,BE8E,,01/26/2023 14:25:19,03/08/2023 07:25:19,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2023-000075,Closed,HRC,HRC_AWD_20150417_1.txt,350,04/17/2015,01/26/2023,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,***-**-7704,Guajardo,Donald,,SSG,Army National Guard,05/03/2006,11/28/2009,Global War on Terrorism,No,RQ001443,Donald Guajardo,Self,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,3,Yes,01/30/2023 19:25:19,ENG-2023-01190,02/07/2023 20:25:19,Pass,02/09/2023 22:25:19,A-21-2,02/12/2023 03:25:19,9405 5687 6606 7779 4434 77,03/08/2023 07:25:19,41,,,,Donald Guajardo,6919 Armory Ln,Dayton,OH,45441,Replacement set - originals lost in house fire per requester.,01/26/2023 14:25 | (new) -> Authorized | HRC-Transfer;01/30/2023 19:25 | Authorized -> Engraving | Ret Hamlin;02/07/2023 20:25 | Engraving -> Assembly/QC | Oswaldo Ferreira-Lund;02/09/2023 22:25 | Assembly/QC -> Warehouse | Ignatius Pardo;02/12/2023 03:25 | Warehouse -> Shipped | Cletus Marchbanks;03/08/2023 07:25 | Shipped -> Closed | Renata Vasquez-Holm,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],GUAJARDO|DONALD|45441,0,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,03/08/2023 07:25:19,
301868D39C7274698369E0305DF02B76,BE9E,,07/15/2004 16:24:44,08/27/2004 02:24:44,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,VMA-2004-000069,Complete,HRC,,,07/05/2004,07/15/2004,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,***-**-5224,Benavidez,Jennifer,W,PV2,Army National Guard,04/17/1986,01/05/1995,Gulf War,No,RQ001544,Betty Benavidez-Cruz,Son,CN=Marlene Okafor/OU=CHPSID/O=TACOM,5,No,,,07/29/2004 19:24:44,Pass,08/01/2004 19:24:44,E-06-3,08/02/2004 23:24:44,9405 5284 1568 9397 9011 44,08/27/2004 02:24:44,43,,,,Betty Benavidez-Cruz,9329 Bradley Dr,Cleveland,OH,44163,Requester called to confirm address.,07/15/2004 16:24 | (new) -> Authorized | HRC-Transfer;07/29/2004 19:24 | Authorized -> Assembly/QC | Marlene Okafor;08/01/2004 19:24 | Assembly/QC -> Warehouse | Tamsin Greylock;08/02/2004 23:24 | Warehouse -> Shipped | Cletus Marchbanks;08/27/2004 02:24 | Shipped -> Closed | Renata Vasquez-Holm,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Marlene Okafor/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],BENAVIDEZ|JENNIFER|44163,0,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,08/27/2004 02:24:44,
22D02C199C9EF67B326786BE8EBA8D5F,BEB6,,04/30/2026 14:35:27,04/30/2026 14:35:27,CN=HAAS-APP01/O=TACOM,,VMA-2026-000517,Authorized,NPRC,nprc_awd_20080321_b43.dat,54,03/21/2008,04/30/2026,CN=HRC-Transfer/OU=Agents/O=TACOM,Routine,RA 14 900 368,Pettiford,Patricia,,PVT,Army National Guard,12/26/1950,06/19/1955,Korea,Yes,RQ001529,Jeffrey Pettiford,Grandchild,CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,2,Yes,,,,,,,,,,124,Red,,,Jeffrey Pettiford,8474 Cedar Blvd,Knoxville,TN,37919,,04/30/2026 14:35 | (new) -> Authorized | HRC-Transfer;08/31/2026 02:52 | AgingFlag -> Red (124 days) | NightlyAging,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers;CN=Benedetta Kowalczyk/OU=CHPSID/O=TACOM,[TACOM];[CSR];[Admin],PETTIFORD|PATRICIA|37919,124,CN=HRC-Transfer/OU=Agents/O=TACOM,04/30/2026 14:35:27,09/01/2026 02:30:00
