UNID,NoteID,ParentUNID,Created,Modified,LastUpdatedBy,Attachments,RequesterKey,Name,Rank,DODAAC,UIC,UnitName,Role,Phone,Email,CreatedDate,LookupKey
7A1946982EE797704408949A6EBDDEBD,D26,,01/04/2015 13:36:52,01/04/2015 13:36:52,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,W3HFA3~k.beddingfield,Kevin Beddingfield,1SG,W3HFA3,W4PPHA,28th Infantry Division (Pennsylvania Army National Guard),Unit Commander,(267) 555-1497,kevin.beddingfield.mil@example.mil,01/04/2015,W3HFA3~K.BEDDINGFIELD
0BBB9B0F1E2D0C824C46A09FCFB41308,D2A,,05/16/2019 09:02:29,05/16/2019 09:02:29,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WWY02J~h.delgadillo,Heather Delgadillo,GS-09,WWY02J,WQT35A,"3rd Armored Brigade Combat Team, 1st Armored Division",Executive Officer,(410) 555-1108,heather.delgadillo.mil@example.mil,05/16/2019,WWY02J~H.DELGADILLO
7E0B4AA1EDC27DE93A414B7A888D7AFC,D2E,,05/24/2026 10:35:23,05/24/2026 10:35:23,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WS98D3~k.jessup,Karen Jessup-Kane,SSG,WS98D3,WH49TA,21st Theater Sustainment Command,Property Book Officer,(540) 555-1488,karen.jessup.mil@example.mil,05/24/2026,WS98D3~K.JESSUP
87C5F3B99165C4BDCE8C5C2DAFD5726B,D32,,05/18/2004 10:20:44,05/18/2004 10:20:44,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WD9RVP~c.umberlake,Carol Umberlake,GS-11,WD9RVP,WR1LGA,U.S. Army Tank-automotive and Armaments Command,Unit Commander,(856) 555-1027,carol.umberlake.mil@example.mil,05/18/2004,WD9RVP~C.UMBERLAKE
3A9CC434B647B2F057CA76D5E529D757,D36,,04/10/2007 17:21:19,04/10/2007 17:21:19,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WH9EE8~t.bramwold,Thomas Bramwold,SGT,WH9EE8,WRD9YA,1st Armored Division Headquarters and Headquarters Battalion,Property Book Officer,(267) 555-1848,thomas.bramwold.mil@example.mil,04/10/2007,WH9EE8~T.BRAMWOLD
0B7289FAE390623DB90DCC0E759F77D2,D3A,,01/15/2012 13:54:30,01/15/2012 13:54:30,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WJMJXA~d.kellerhaus,Darnell Kellerhaus,SGT,WJMJXA,W4RSJA,35th Air Defense Artillery Brigade,Executive Officer,(703) 555-1621,darnell.kellerhaus.mil@example.mil,01/15/2012,WJMJXA~D.KELLERHAUS
B4C21D11495D8FCF5016E6C9D2EF378E,D3E,,06/04/2020 16:31:06,06/04/2020 16:31:06,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WSGFDA~b.wickersham,Brandon Wickersham,2LT,WSGFDA,WXWR70,U.S. Army Aviation and Missile Command,Property Book Officer,(215) 555-1384,brandon.wickersham.mil@example.mil,06/04/2020,WSGFDA~B.WICKERSHAM
A4C52EC429A281705BE16CE8655F4878,D42,,04/21/2011 08:22:23,04/21/2011 08:22:23,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WEZAQC~b.vandermolen,Brian Vandermolen,1LT,WEZAQC,WLARAA,528th Sustainment Brigade (Special Operations) (Airborne),Protocol Officer,(215) 555-1057,brian.vandermolen.mil@example.mil,04/21/2011,WEZAQC~B.VANDERMOLEN
267208CF6A696B17094BB0A7C05ECEC1,D46,,09/09/2020 17:28:56,09/09/2020 17:28:56,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WX4KEC~r.crandall,Ruth Crandall-Mott,CW2,WX4KEC,WFWE4A,"1st Brigade Combat Team, 101st Airborne Division (Air Assault)",Supply Sergeant,(856) 555-1994,ruth.crandall.mil@example.mil,09/09/2020,WX4KEC~R.CRANDALL
B6404198D672FCB3F8919E1168940A29,D4A,,04/19/2021 12:46:37,04/19/2021 12:46:37,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,W275B5~a.dellacroix,Andrew Dellacroix,SGT,W275B5,WFA07A,88th Readiness Division (Army Reserve),Executive Officer,(302) 555-1664,andrew.dellacroix.mil@example.mil,04/19/2021,W275B5~A.DELLACROIX
93B590D3B7AC81097DE94016C0F867E7,D4E,,05/10/2010 14:03:24,05/10/2010 14:03:24,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WV7HV8~e.oakhurst,Elizabeth Oakhurst-Pell,SSG,WV7HV8,WEKSBA,101st Combat Aviation Brigade,Other,(410) 555-1433,elizabeth.oakhurst.mil@example.mil,05/10/2010,WV7HV8~E.OAKHURST
4CE40DDC58313793A959B160045F18AC,D52,,04/19/2020 11:20:17,04/19/2020 11:20:17,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WB8QWH~w.bramwold,Walter Bramwold,1SG,WB8QWH,W3TWRA,81st Readiness Division (Army Reserve),Property Book Officer,(610) 555-1578,walter.bramwold.mil@example.mil,04/19/2020,WB8QWH~W.BRAMWOLD
56FBF3AB1D8D5FBE4E9E442F2884E74F,D56,,04/17/2008 07:06:19,04/17/2008 07:06:19,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,W0YT57~j.galbreath,Jamal Galbreath,1SG,W0YT57,WYJ510,"3rd Armored Brigade Combat Team, 1st Cavalry Division",Other,(540) 555-1393,jamal.galbreath.mil@example.mil,04/17/2008,W0YT57~J.GALBREATH
7CA616397E90AA71D500DA0B8BB41841,D5A,,08/15/2019 13:19:10,08/15/2019 13:19:10,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WWQWYR~c.gastrelle,Carl Gastrelle,CW2,WWQWYR,WZW010,173rd Airborne Brigade,Unit Commander,(856) 555-1319,carl.gastrelle.mil@example.mil,08/15/2019,WWQWYR~C.GASTRELLE
7D1BC53BCFE64FEA414DD39E237F132B,D5E,,03/08/2009 12:32:40,03/08/2009 12:32:40,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,W1UU27~m.wickersham,Melissa Wickersham,GS-09,W1UU27,WDJYCA,"1st Stryker Brigade Combat Team, 1st Armored Division",Unit Commander,(540) 555-1175,melissa.wickersham.mil@example.mil,03/08/2009,W1UU27~M.WICKERSHAM
88C1074772C18D50B1B4357A9F4582BE,D62,,12/13/2022 15:39:43,12/13/2022 15:39:43,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WHU4WF~s.saldivar,Susan Saldivar,CW2,WHU4WF,WFAB70,"2nd Brigade Combat Team, 82nd Airborne Division",Supply Sergeant,(610) 555-1631,susan.saldivar.mil@example.mil,12/13/2022,WHU4WF~S.SALDIVAR
13F62A1B052ECCA33D705756156E6D19,D66,,01/23/2007 07:40:05,01/23/2007 07:40:05,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WRB6ZV~j.ashcroft,Jessica Ashcroft-Mayne,MAJ,WRB6ZV,WKK4R0,95th Civil Affairs Brigade (Airborne),Unit Commander,(302) 555-1591,jessica.ashcroft.mil@example.mil,01/23/2007,WRB6ZV~J.ASHCROFT
387633BD1EF9C197B6A7593A91E079A6,D6A,,12/23/2022 07:04:16,12/23/2022 07:04:16,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,W41BBB~j.trevino,James Trevino-Hale,2LT,W41BBB,WQQ330,"2nd Battalion, 75th Ranger Regiment",Protocol Officer,(703) 555-1709,james.trevino.mil@example.mil,12/23/2022,W41BBB~J.TREVINO
D6F7E24E0EA657728D87B201474ACF4B,D6E,,07/21/2019 12:32:40,07/21/2019 12:32:40,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WSGFDA~m.fennimark,Mary Fennimark,2LT,WSGFDA,WXWR70,U.S. Army Aviation and Missile Command,Executive Officer,(302) 555-1466,mary.fennimark.mil@example.mil,07/21/2019,WSGFDA~M.FENNIMARK
80FECECA8B8AFE01DCD8F120667E8174,D72,,07/28/2007 12:36:35,07/28/2007 12:36:35,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,W4MCNQ~b.mackelvane,Brandon Mackelvane,1SG,W4MCNQ,WAVYC0,7th Special Forces Group (Airborne),Protocol Officer,(610) 555-1139,brandon.mackelvane.mil@example.mil,07/28/2007,W4MCNQ~B.MACKELVANE
FC7CD3AB176A7F886E482CA8A8864A0B,D76,,11/06/2008 08:14:12,11/06/2008 08:14:12,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WAWUE2~d.jaramillo,Darnell Jaramillo,MAJ,WAWUE2,WB489A,11th Air Defense Artillery Brigade,Other,(410) 555-1675,darnell.jaramillo.mil@example.mil,11/06/2008,WAWUE2~D.JARAMILLO
A6DA690EF053DDE4FBF6939B229E4324,D7A,,04/03/2009 16:39:09,04/03/2009 16:39:09,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WA1PJJ~h.fennimark,Helen Fennimark,SFC,WA1PJJ,W17FJA,75th Field Artillery Brigade,Protocol Officer,(410) 555-1293,helen.fennimark.mil@example.mil,04/03/2009,WA1PJJ~H.FENNIMARK
1837F26471A3C2A4EA3960BAE245CF18,D7E,,02/16/2005 13:37:02,02/16/2005 13:37:02,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WGK2VA~d.hollinbeck,David Hollinbeck,GS-11,WGK2VA,WSV490,United States Military Academy,Property Book Officer,(540) 555-1763,david.hollinbeck.mil@example.mil,02/16/2005,WGK2VA~D.HOLLINBECK
D957183EB411288A2F4529C9268427D4,D82,,03/29/2018 11:17:12,03/29/2018 11:17:12,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,W1CEU2~a.gastrelle,Angela Gastrelle,1LT,W1CEU2,WEDAH0,99th Readiness Division (Army Reserve),Property Book Officer,(610) 555-1248,angela.gastrelle.mil@example.mil,03/29/2018,W1CEU2~A.GASTRELLE
22EE701ED0EB5A3CD7B80FB1B0E392AE,D86,,12/07/2019 15:39:08,12/07/2019 15:39:08,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WFTYWM~k.lockridge,Karen Lockridge,MAJ,WFTYWM,WR84JA,412th Theater Engineer Command (Army Reserve),Unit Commander,(703) 555-1195,karen.lockridge.mil@example.mil,12/07/2019,WFTYWM~K.LOCKRIDGE
C77BE2D2C8A4F1E1FD85EAD92531559D,D8A,,03/10/2013 09:45:25,03/10/2013 09:45:25,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WH9EE8~e.pettiford,Ernesto Pettiford,1SG,WH9EE8,WRD9YA,1st Armored Division Headquarters and Headquarters Battalion,Unit Commander,(703) 555-1610,ernesto.pettiford.mil@example.mil,03/10/2013,WH9EE8~E.PETTIFORD
8F86B1314F8615D5CC3A1625918E3F72,D8E,,11/13/2009 12:56:34,11/13/2009 12:56:34,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WXYU7G~h.umberlake,Helen Umberlake,CW2,WXYU7G,WHG29A,"2nd Infantry Brigade Combat Team, 25th Infantry Division",Unit Commander,(484) 555-1467,helen.umberlake.mil@example.mil,11/13/2009,WXYU7G~H.UMBERLAKE
0C4FB1725369AB82B7F4988555343C56,D92,,12/23/2011 07:53:09,12/23/2011 07:53:09,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,W9GNZX~r.urquhart,Raymond Urquhart,MSG,W9GNZX,WRYMNA,1st Cavalry Division Sustainment Brigade,Other,(484) 555-1262,raymond.urquhart.mil@example.mil,12/23/2011,W9GNZX~R.URQUHART
A796FF5B8C2CB66CFE92109702FBDAB9,D96,,10/02/2022 17:39:16,10/02/2022 17:39:16,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WV7HV8~h.marrowbridge,Helen Marrowbridge,1LT,WV7HV8,WEKSBA,101st Combat Aviation Brigade,S4,(215) 555-1899,helen.marrowbridge.mil@example.mil,10/02/2022,WV7HV8~H.MARROWBRIDGE
57B9F6AF6995AFAAEC7D2EFBD3FE2255,D9A,,12/07/2018 08:22:20,12/07/2018 08:22:20,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WWY02J~r.barrowclough,Ruth Barrowclough,2LT,WWY02J,WQT35A,"3rd Armored Brigade Combat Team, 1st Armored Division",Property Book Officer,(267) 555-1448,ruth.barrowclough.mil@example.mil,12/07/2018,WWY02J~R.BARROWCLOUGH
C0A581D2D4F8BD5D403AC7E36E526B8B,D9E,,11/04/2015 09:36:06,11/04/2015 09:36:06,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WEKX1S~e.abernook,Earl Abernook,2LT,WEKX1S,W9LMPA,"3rd Brigade Combat Team, 82nd Airborne Division",S4,(703) 555-1613,earl.abernook.mil@example.mil,11/04/2015,WEKX1S~E.ABERNOOK
12B5B65B02DF18A91D7558A7A8AF7344,DA2,,03/24/2020 11:20:25,03/24/2020 11:20:25,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WAY862~l.yellowley,Luis Yellowley,2LT,WAY862,WZV67A,12th Combat Aviation Brigade,Executive Officer,(856) 555-1765,luis.yellowley.mil@example.mil,03/24/2020,WAY862~L.YELLOWLEY
6412036E8FAC0AD55F46458C1004ADAC,DA6,,10/29/2017 16:21:37,10/29/2017 16:21:37,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WERXB3~k.vandermolen,Karen Vandermolen,SFC,WERXB3,WPDTK0,"1st Stryker Brigade Combat Team, 4th Infantry Division",S4,(540) 555-1880,karen.vandermolen.mil@example.mil,10/29/2017,WERXB3~K.VANDERMOLEN
783B266CCC6E0F1F86EF11F8739BE53F,DAA,,01/26/2011 17:19:37,01/26/2011 17:19:37,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WBM3V6~a.palomares,Arthur Palomares,MSG,WBM3V6,W8PC8A,"3rd Infantry Brigade Combat Team, 25th Infantry Division",Property Book Officer,(703) 555-1398,arthur.palomares.mil@example.mil,01/26/2011,WBM3V6~A.PALOMARES
1FA73EBD123814E7E57C8BCFA7908BA6,DAE,,02/03/2023 13:34:39,02/03/2023 13:34:39,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WMPNRL~c.nethercott,Carl Nethercott,SGT,WMPNRL,W634H0,"1st Stryker Brigade Combat Team, 2nd Infantry Division",Supply Sergeant,(410) 555-1983,carl.nethercott.mil@example.mil,02/03/2023,WMPNRL~C.NETHERCOTT
DF19BC33562066A7C56629984739D6F8,DB2,,01/24/2021 10:18:57,01/24/2021 10:18:57,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,W6AB4P~m.trevino,Michael Trevino-Hale,1LT,W6AB4P,WJPGUA,1st Theater Sustainment Command,Other,(215) 555-1280,michael.trevino.mil@example.mil,01/24/2021,W6AB4P~M.TREVINO
546C40437120ED5E10D29F6002E04BA5,DB6,,07/07/2011 09:14:29,07/07/2011 09:14:29,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WJMJXA~n.figueroa,Norman Figueroa-Paz,GS-11,WJMJXA,W4RSJA,35th Air Defense Artillery Brigade,Other,(302) 555-1455,norman.figueroa.mil@example.mil,07/07/2011,WJMJXA~N.FIGUEROA
D587836E00596F10C6692B36153B1DC4,DBA,,11/21/2023 14:05:19,11/21/2023 14:05:19,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WAHNPF~a.wickersham,Andrew Wickersham,CPT,WAHNPF,WS4NNA,82nd Airborne Division Sustainment Brigade,Protocol Officer,(610) 555-1883,andrew.wickersham.mil@example.mil,11/21/2023,WAHNPF~A.WICKERSHAM
FDD89184A2CF451D0F4FAAE6665B15FB,DBE,,09/23/2022 14:55:53,09/23/2022 14:55:53,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WYWFQJ~n.fortenbury,Nancy Fortenbury,CW2,WYWFQJ,WP9FKA,Sustainment Center of Excellence,Protocol Officer,(215) 555-1324,nancy.fortenbury.mil@example.mil,09/23/2022,WYWFQJ~N.FORTENBURY
91F8E420BDF326B364285F760AD9BEEF,DC2,,06/20/2016 07:45:32,06/20/2016 07:45:32,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,W7UTLQ~j.pettiford,Jessica Pettiford,GS-11,W7UTLQ,WFFJWA,III Armored Corps Headquarters and Headquarters Battalion,Property Book Officer,(410) 555-1560,jessica.pettiford.mil@example.mil,06/20/2016,W7UTLQ~J.PETTIFORD
3E65CA1D1D11A1CAD0F903B4DDE15E04,DC6,,09/06/2008 07:37:20,09/06/2008 07:37:20,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WH3P1L~r.ledesma,Raymond Ledesma-Ortiz,SSG,WH3P1L,W0G1Y0,U.S. Army Human Resources Command,Other,(717) 555-1899,raymond.ledesma.mil@example.mil,09/06/2008,WH3P1L~R.LEDESMA
D93AF16D3E8FA94DA6C1E1E3504CB818,DCA,,07/18/2014 13:02:31,07/18/2014 13:02:31,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WS0W7Z~h.barrowclough,Hector Barrowclough,GS-11,WS0W7Z,W3SE1A,V Corps Headquarters and Headquarters Battalion,S4,(610) 555-1949,hector.barrowclough.mil@example.mil,07/18/2014,WS0W7Z~H.BARROWCLOUGH
D0DE8AACA620089D69E2E83E8227C5A5,DCE,,07/15/2026 15:21:14,07/15/2026 15:21:14,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WZSRSX~b.ashcroft,Betty Ashcroft-Mayne,CW2,WZSRSX,WJG26A,"2nd Armored Brigade Combat Team, 1st Armored Division",S4,(215) 555-1534,betty.ashcroft.mil@example.mil,07/15/2026,WZSRSX~B.ASHCROFT
AB301555FB2DD4E0676DED014F5688A9,DD2,,08/14/2018 10:19:02,08/14/2018 10:19:02,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,W8ZMAK~t.altamirano,Terrence Altamirano-Diaz,SGT,W8ZMAK,W8258A,593rd Expeditionary Sustainment Command,Property Book Officer,(856) 555-1960,terrence.altamirano.mil@example.mil,08/14/2018,W8ZMAK~T.ALTAMIRANO
F7701086B756B589CB3543E7BB37DD7F,DD6,,06/15/2019 15:07:46,06/15/2019 15:07:46,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WZMAN8~a.yarrowdale,Anthony Yarrowdale,GS-11,WZMAN8,WDM3SA,116th Infantry Brigade Combat Team (Virginia Army National Guard),Other,(302) 555-1560,anthony.yarrowdale.mil@example.mil,06/15/2019,WZMAN8~A.YARROWDALE
8F8A7949F80B6979CC1E18963505785A,DDA,,11/20/2006 09:45:35,11/20/2006 09:45:35,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,W41BBB~n.oakhurst,Nicole Oakhurst-Pell,GS-11,W41BBB,WQQ330,"2nd Battalion, 75th Ranger Regiment",Unit Commander,(540) 555-1390,nicole.oakhurst.mil@example.mil,11/20/2006,W41BBB~N.OAKHURST
670E58E4831EE33FEA80060EA633C244,DDE,,09/05/2018 13:32:03,09/05/2018 13:32:03,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WJW2AJ~b.villanueva,Brandon Villanueva-Cox,SGT,WJW2AJ,WEN32A,13th Armored Corps Sustainment Command,S4,(610) 555-1055,brandon.villanueva.mil@example.mil,09/05/2018,WJW2AJ~B.VILLANUEVA
71EA4B9B68BDDA20D828273791C0E6DF,DE2,,06/19/2006 14:42:37,06/19/2006 14:42:37,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WCE7HG~l.templeton,Leonard Templeton-Ash,CPT,WCE7HG,WCMHDA,"1st Brigade Combat Team, 82nd Airborne Division",Executive Officer,(410) 555-1587,leonard.templeton.mil@example.mil,06/19/2006,WCE7HG~L.TEMPLETON
213C95B86CDD91729A34684B1B511674,DE6,,09/04/2019 13:56:06,09/04/2019 13:56:06,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WYD5U9~e.sallisaw,Elizabeth Sallisaw,CPT,WYD5U9,W9ZVP0,1st Air Cavalry Brigade,Supply Sergeant,(267) 555-1887,elizabeth.sallisaw.mil@example.mil,09/04/2019,WYD5U9~E.SALLISAW
D75AEFB23E730BCEB7DB660CD3396500,DEA,,09/10/2006 16:16:20,09/10/2006 16:16:20,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WEKX1S~m.ingersby,Matthew Ingersby,GS-09,WEKX1S,W9LMPA,"3rd Brigade Combat Team, 82nd Airborne Division",Unit Commander,(610) 555-1849,matthew.ingersby.mil@example.mil,09/10/2006,WEKX1S~M.INGERSBY
172C32D96EC5B564175E90D045CB4F5E,DEE,,04/08/2023 07:29:09,04/08/2023 07:29:09,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WGHC22~e.stroudmoor,Eugene Stroudmoor,GS-11,WGHC22,WQB57A,"2nd Stryker Brigade Combat Team, 2nd Infantry Division",Supply Sergeant,(717) 555-1393,eugene.stroudmoor.mil@example.mil,04/08/2023,WGHC22~E.STROUDMOOR
5397C9693BB5887A6F92CD2313BAC85D,DF2,,02/09/2017 11:31:48,02/09/2017 11:31:48,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WGPVZG~t.nakashima,Timothy Nakashima,MAJ,WGPVZG,W5T4LA,1st Information Operations Command (Land),S4,(302) 555-1006,timothy.nakashima.mil@example.mil,02/09/2017,WGPVZG~T.NAKASHIMA
444CDC19F07F45EB30C907420C63A01A,DF6,,10/13/2023 11:01:08,10/13/2023 11:01:08,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WD9RVP~d.castellanos,Dorothy Castellanos,GS-11,WD9RVP,WR1LGA,U.S. Army Tank-automotive and Armaments Command,Property Book Officer,(215) 555-1360,dorothy.castellanos.mil@example.mil,10/13/2023,WD9RVP~D.CASTELLANOS
AD3C65E1DF3F3EF1A60B5DFC6CAE2589,DFA,,06/06/2008 14:13:21,06/06/2008 14:13:21,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WGDZ6P~e.wickersham,Earl Wickersham,1LT,WGDZ6P,WHDZFA,35th Signal Brigade,Other,(484) 555-1072,earl.wickersham.mil@example.mil,06/06/2008,WGDZ6P~E.WICKERSHAM
0FC7DFB0DF075D4F46BC18968614727F,DFE,,08/25/2004 14:51:57,08/25/2004 14:51:57,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,W3Z4SG~e.jarvinen,Evelyn Jarvinen-Roe,MSG,W3Z4SG,WQZP2A,18th Field Artillery Brigade,Property Book Officer,(856) 555-1443,evelyn.jarvinen.mil@example.mil,08/25/2004,W3Z4SG~E.JARVINEN
25AE5384542F133640A390E481ECA0E5,E02,,09/04/2019 09:46:05,09/04/2019 09:46:05,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,W8YAN7~j.quarterman,Jamal Quarterman,MSG,W8YAN7,W65260,"3rd Armored Brigade Combat Team, 4th Infantry Division",Executive Officer,(717) 555-1038,jamal.quarterman.mil@example.mil,09/04/2019,W8YAN7~J.QUARTERMAN
7889826A7BA5F06163F89612F17B9C93,E06,,10/13/2004 12:22:26,10/13/2004 12:22:26,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WSPEAM~m.maldonado,Marcus Maldonado-Vega,SFC,WSPEAM,WLS87A,4th Infantry Division Sustainment Brigade,S4,(267) 555-1246,marcus.maldonado.mil@example.mil,10/13/2004,WSPEAM~M.MALDONADO
63D550B90C7AF1212352994174A2C6D0,E0A,,06/26/2004 15:31:37,06/26/2004 15:31:37,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WS0W7Z~h.beddingfield,Hector Beddingfield,MAJ,WS0W7Z,W3SE1A,V Corps Headquarters and Headquarters Battalion,Other,(610) 555-1010,hector.beddingfield.mil@example.mil,06/26/2004,WS0W7Z~H.BEDDINGFIELD
68A104E80971130A9046A1368B05E06D,E0E,,10/19/2014 08:34:56,10/19/2014 08:34:56,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,W5KNYG~a.iverstone,Angela Iverstone,2LT,W5KNYG,W08YQ0,"1st Armored Brigade Combat Team, 1st Infantry Division",Property Book Officer,(540) 555-1713,angela.iverstone.mil@example.mil,10/19/2014,W5KNYG~A.IVERSTONE
AEF9E86990430DEB01800AFB731F1439,E12,,05/10/2026 13:13:28,05/10/2026 13:13:28,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WKCHGR~m.jankowitz,Mildred Jankowitz,SFC,WKCHGR,WBPC9A,Medical Center of Excellence,Other,(215) 555-1372,mildred.jankowitz.mil@example.mil,05/10/2026,WKCHGR~M.JANKOWITZ
F32513BE88056298633CA68AEA143985,E16,,11/23/2023 16:29:56,11/23/2023 16:29:56,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WZSV83~t.barrowclough,Timothy Barrowclough,SFC,WZSV83,WDSVTA,U.S. Army Cyber Command,Supply Sergeant,(610) 555-1000,timothy.barrowclough.mil@example.mil,11/23/2023,WZSV83~T.BARROWCLOUGH
20D6BEA3CE7CEA8BB2D07567F0DB7E51,E1A,,08/24/2015 16:40:19,08/24/2015 16:40:19,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WCE7HG~b.underhill,Brandon Underhill-Voss,MSG,WCE7HG,WCMHDA,"1st Brigade Combat Team, 82nd Airborne Division",Executive Officer,(610) 555-1290,brandon.underhill.mil@example.mil,08/24/2015,WCE7HG~B.UNDERHILL
A58C6B8D9EF73CC11999C6E32745136B,E1E,,10/29/2025 07:27:24,10/29/2025 07:27:24,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WCTFKA~t.lindquarry,Thomas Lindquarry,SFC,WCTFKA,W4W4FA,"1st Battalion, 75th Ranger Regiment",Property Book Officer,(484) 555-1915,thomas.lindquarry.mil@example.mil,10/29/2025,WCTFKA~T.LINDQUARRY
E0F22F25799D768460CECBD4798434C7,E22,,07/31/2016 15:24:03,07/31/2016 15:24:03,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WUB92Z~a.quimbley,Arthur Quimbley,MSG,WUB92Z,WJ25M0,U.S. Army Forces Command,Protocol Officer,(703) 555-1611,arthur.quimbley.mil@example.mil,07/31/2016,WUB92Z~A.QUIMBLEY
AE265D46B37290598D96619F0BB65DE9,E26,,01/10/2026 17:37:49,01/10/2026 17:37:49,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WLFTTS~j.quarterman,Jennifer Quarterman,GS-09,WLFTTS,WYSH30,5th Special Forces Group (Airborne),Property Book Officer,(540) 555-1695,jennifer.quarterman.mil@example.mil,01/10/2026,WLFTTS~J.QUARTERMAN
EDBFC9A95DAC86FF394B727A758C1884,E2A,,12/24/2024 11:43:08,12/24/2024 11:43:08,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WERXB3~j.rockwell,Jamal Rockwell-Sayre,2LT,WERXB3,WPDTK0,"1st Stryker Brigade Combat Team, 4th Infantry Division",Property Book Officer,(484) 555-1300,jamal.rockwell.mil@example.mil,12/24/2024,WERXB3~J.ROCKWELL
995BFB599A059CDE5EDB40209FA06FBC,E2E,,02/03/2017 16:24:21,02/03/2017 16:24:21,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WX8FA6~t.altamirano,Timothy Altamirano-Diaz,CPT,WX8FA6,WW8YBA,1st Special Forces Group (Airborne),S4,(302) 555-1407,timothy.altamirano.mil@example.mil,02/03/2017,WX8FA6~T.ALTAMIRANO
D2B2A88AADD4E851C810BEB6B52F1603,E32,,12/28/2011 16:06:52,12/28/2011 16:06:52,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,W33EFJ~s.wickersham,Sarah Wickersham,1LT,W33EFJ,WREFYA,Maneuver Center of Excellence,S4,(215) 555-1010,sarah.wickersham.mil@example.mil,12/28/2011,W33EFJ~S.WICKERSHAM
