UNID,NoteID,ParentUNID,Created,Modified,LastUpdatedBy,Attachments,DocumentNumber,Status,DODAAC,UIC,UnitName,RPD,SignalCode,FundCode,ProjectCode,SupplementaryAddress,RequestType,RequiredDeliveryDate,ShipToDODAAC,ShipToName,ShipToAddress1,ShipToAddress2,ShipToCity,ShipToState,ShipToZIP,Justification,JustificationText,LineCount,TotalValue,EnteredDate,EnteredBy,SubmittedDate,ReviewedBy,ApprovedDate,VendorKey,VendorName,ReleasedDate,ReleasedBy,EstimatedShipDate,CancelReason,CancelledDate,CancelledBy,StatusHistory,DocReaders,DocAuthors,Priority,LastModifiedBy,LastModifiedDate,StatusInquiryKey,RequesterName,RequesterRank,RequesterRole,RequesterPhone,RequesterEmail
B9C24D18C2CC524FF073954C002862D3,2F0A,,06/23/2025 07:34:55,07/23/2025 20:34:55,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WN4V1D51749724,Released to Vendor,WN4V1D,WW92EA,34th Infantry Division (Minnesota Army National Guard),15,A,2C,3AH,,Organizational Colors,10/21/2025,WN4V1D,34th Infantry Division (Minnesota Army National Guard),"Bldg 7302, Supply",Rosemount,Rosemount,MN,85075,Replacement - unserviceable,Request organizational colors items for 34th Infantry Division (Minnesota Army National Guard). Streamers authorized per CMH lineage and honors certificate dated 10/28/2021.,3,5092.50,06/23/2025,CN=Barbara Jankowitz/OU=Units/O=Army,06/23/2025 13:34:55,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,07/16/2025 16:34:55,8BLU5,Blue Ridge Emblem Company,07/23/2025 20:34:55,CN=Ret Hamlin/OU=CHPSID/O=TACOM,09/21/2025,,,,06/23/2025 07:34 | (new) -> Draft | Barbara Jankowitz;06/23/2025 13:34 | Draft -> Submitted | Barbara Jankowitz;07/02/2025 16:34 | Submitted -> Under Review | Lorraine Whitcombe;07/16/2025 16:34 | Under Review -> Approved | Lorraine Whitcombe;07/23/2025 20:34 | Approved -> Released to Vendor | Ret Hamlin,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;8BLU5,[TACOM];[Admin],Routine,CN=Ret Hamlin/OU=CHPSID/O=TACOM,07/23/2025 20:34:55,WN4V1D51749724|WN4V1D|WW92EA,Barbara Jankowitz,SFC,Property Book Officer,(610) 555-1784,barbara.jankowitz.mil@example.mil
DF7916E026375D4A2D16144BEC96B5E4,2F1A,,05/24/2024 10:31:53,07/19/2024 06:31:53,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,,WM4T7K41452729,Complete,WM4T7K,W9WCNA,35th Infantry Division (Kansas Army National Guard),05,J,6B,,,Streamer,08/22/2024,WM4T7K,35th Infantry Division (Kansas Army National Guard),"Bldg 8804, Property Book Office",Fort Leavenworth,Fort Leavenworth,KS,46797,Lineage and honors update,Request streamer items for 35th Infantry Division (Kansas Army National Guard). Existing items unserviceable due to fading and fraying.,1,46.65,05/24/2024,CN=Betty Figueroa-Paz/OU=Units/O=Army,05/26/2024 13:31:53,CN=Ret Hamlin/OU=CHPSID/O=TACOM,06/10/2024 19:31:53,3SRF2,Sew-Rite Flag Company,06/11/2024 19:31:53,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,08/10/2024,,,,05/24/2024 10:31 | (new) -> Draft | Betty Figueroa-Paz;05/26/2024 13:31 | Draft -> Submitted | Betty Figueroa-Paz;05/28/2024 13:31 | Submitted -> Under Review | Ret Hamlin;06/10/2024 19:31 | Under Review -> Approved | Ret Hamlin;06/11/2024 19:31 | Approved -> Released to Vendor | Theodore Blankenship;06/16/2024 23:31 | Released to Vendor -> In Production | Vendor Portal;07/10/2024 04:31 | In Production -> Shipped | Vendor Portal;07/19/2024 06:31 | Shipped -> Complete | Theodore Blankenship,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;3SRF2,[TACOM];[Admin],Expedite,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,07/19/2024 06:31:53,WM4T7K41452729|WM4T7K|W9WCNA,Betty Figueroa-Paz,SSG,Unit Commander,(703) 555-1636,betty.figueroa.mil@example.mil
561D789F8BA894B14AD0F591C24B60AF,2F22,,03/15/2016 17:27:56,06/11/2016 23:27:56,CN=Ret Hamlin/OU=CHPSID/O=TACOM,,WSL7SS60759033,Complete,WSL7SS,W72TJ0,32nd Army Air and Missile Defense Command,15,B,2A,9GU,,Guidon,09/11/2016,WSL7SS,32nd Army Air and Missile Defense Command,"Bldg 1133, Property Book Office",Fort Bliss,Fort Bliss,TX,21404,Reflagging,Request guidon items for 32nd Army Air and Missile Defense Command. Unit reflagged per HQDA order.,4,832.47,03/15/2016,CN=Walter Greaves-Tolan/OU=Units/O=Army,03/17/2016 20:27:56,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,04/04/2016 06:27:56,4TRD6,Tidewater Textile Products,04/07/2016 12:27:56,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,06/06/2016,,,,03/15/2016 17:27 | (new) -> Draft | Walter Greaves-Tolan;03/17/2016 20:27 | Draft -> Submitted | Walter Greaves-Tolan;03/22/2016 00:27 | Submitted -> Under Review | Dwayne Petrakis;04/04/2016 06:27 | Under Review -> Approved | Dwayne Petrakis;04/07/2016 12:27 | Approved -> Released to Vendor | Dwayne Petrakis;04/11/2016 15:27 | Released to Vendor -> In Production | Vendor Portal;05/22/2016 17:27 | In Production -> Shipped | Vendor Portal;06/11/2016 23:27 | Shipped -> Complete | Ret Hamlin,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;4TRD6,[TACOM];[Admin],Routine,CN=Ret Hamlin/OU=CHPSID/O=TACOM,06/11/2016 23:27:56,WSL7SS60759033|WSL7SS|W72TJ0,Walter Greaves-Tolan,1LT,Executive Officer,(215) 555-1144,walter.greaves.mil@example.mil
8857E41FFB42B06D76B1756412CE293E,2F36,,01/15/2026 13:36:31,02/09/2026 06:36:31,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WHVUZQ60156225,Released to Vendor,WHVUZQ,WB6EMA,Fires Center of Excellence,15,J,XP,HER,,Automobile Flag,05/15/2026,WHVUZQ,Fires Center of Excellence,"Bldg 8165, HQ",Fort Sill,Fort Sill,OK,28428,Initial issue,Request automobile flag items for Fires Center of Excellence. Streamers authorized per CMH lineage and honors certificate dated 11/30/2017.,2,204.68,01/15/2026,CN=Sarah Isherwood/OU=Units/O=Army,01/16/2026 18:36:31,CN=Ret Hamlin/OU=CHPSID/O=TACOM,02/03/2026 03:36:31,1CLR7,Liberty Colors LLC,02/09/2026 06:36:31,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,03/26/2026,,,,01/15/2026 13:36 | (new) -> Draft | Sarah Isherwood;01/16/2026 18:36 | Draft -> Submitted | Sarah Isherwood;01/22/2026 22:36 | Submitted -> Under Review | Ret Hamlin;02/03/2026 03:36 | Under Review -> Approved | Ret Hamlin;02/09/2026 06:36 | Approved -> Released to Vendor | Lorraine Whitcombe,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;1CLR7,[TACOM];[Admin],Routine,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,02/09/2026 06:36:31,WHVUZQ60156225|WHVUZQ|WB6EMA,Sarah Isherwood,GS-11,Property Book Officer,(717) 555-1572,sarah.isherwood.mil@example.mil
B76182E0318AE78CB647B62975FA408C,2F42,,07/14/2026 14:49:33,08/30/2026 11:30:00,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,WBM3V661959736,Complete,WBM3V6,W8PC8A,"3rd Infantry Brigade Combat Team, 25th Infantry Division",15,J,2C,3AZ,WX8FA6,Distinguishing Flag,11/11/2026,WX8FA6,1st Special Forces Group (Airborne),"Bldg 5985, Supply",Joint Base Lewis-McChord,Joint Base Lewis-McChord,WA,31121,Replacement - unserviceable,"Request distinguishing flag items for 3rd Infantry Brigade Combat Team, 25th Infantry Division. Unit reflagged per HQDA order.",3,1720.92,07/14/2026,CN=Timothy Ingersby/OU=Units/O=Army,07/14/2026 15:49:33,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,07/28/2026 21:49:33,5KSB9,Keystone Banner Works,08/03/2026 00:49:33,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,10/17/2026,,,,07/14/2026 14:49 | (new) -> Draft | Timothy Ingersby;07/14/2026 15:49 | Draft -> Submitted | Timothy Ingersby;07/15/2026 20:49 | Submitted -> Under Review | Lorraine Whitcombe;07/28/2026 21:49 | Under Review -> Approved | Lorraine Whitcombe;08/03/2026 00:49 | Approved -> Released to Vendor | Lorraine Whitcombe;08/23/2026 05:49 | Released to Vendor -> In Production | Vendor Portal;09/01/2026 04:30 | In Production -> Shipped | Vendor Portal;08/30/2026 11:30 | Shipped -> Complete | Dwayne Petrakis,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;5KSB9,[TACOM];[Admin],Routine,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,08/30/2026 11:30:00,WBM3V661959736|WBM3V6|W8PC8A,Timothy Ingersby,CW2,S4,(540) 555-1818,timothy.ingersby.mil@example.mil
4D1720E02B806792D7D0C835AD832E7E,2F52,,01/28/2013 08:22:04,05/20/2013 04:22:04,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,W3JPW630282607,Complete,W3JPW6,WQDL80,"2nd Armored Brigade Combat Team, 1st Cavalry Division",15,M,2A,3AZ,,Organizational Colors,05/28/2013,W3JPW6,"2nd Armored Brigade Combat Team, 1st Cavalry Division","Bldg 1929, HQ",Fort Hood,Fort Hood,TX,92468,Retirement ceremony,"Request organizational colors items for 2nd Armored Brigade Combat Team, 1st Cavalry Division. Unit reflagged per HQDA order.",1,1015.33,01/28/2013,CN=Kevin Guajardo/OU=Units/O=Army,01/29/2013 14:22:04,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,02/14/2013 22:22:04,7GRN1,Great Northern Flag & Pennant,02/17/2013 23:22:04,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,03/19/2013,,,,01/28/2013 08:22 | (new) -> Draft | Kevin Guajardo;01/29/2013 14:22 | Draft -> Submitted | Kevin Guajardo;02/06/2013 18:22 | Submitted -> Under Review | Theodore Blankenship;02/14/2013 22:22 | Under Review -> Approved | Theodore Blankenship;02/17/2013 23:22 | Approved -> Released to Vendor | Dwayne Petrakis;02/27/2013 00:22 | Released to Vendor -> In Production | Vendor Portal;05/03/2013 02:22 | In Production -> Shipped | Vendor Portal;05/20/2013 04:22 | Shipped -> Complete | Dwayne Petrakis,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;7GRN1,[TACOM];[Admin],Routine,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,05/20/2013 04:22:04,W3JPW630282607|W3JPW6|WQDL80,Kevin Guajardo,SGT,S4,(410) 555-1604,kevin.guajardo.mil@example.mil
995FA21E137EFC5D660F97ADB03A6EA2,2F5A,,11/25/2025 07:39:00,12/22/2025 01:39:00,CN=Vendor Portal/O=Coastal Standard & Guidon,Justification_W8YAN753298992.docx,W8YAN753298992,In Production,W8YAN7,W65260,"3rd Armored Brigade Combat Team, 4th Infantry Division",15,M,GD,3AZ,,Mixed,05/24/2026,W8YAN7,"3rd Armored Brigade Combat Team, 4th Infantry Division","Bldg 9877, HQ",Fort Carson,Fort Carson,CO,23489,Deployment ceremony,"Request mixed items for 3rd Armored Brigade Combat Team, 4th Infantry Division. Streamers authorized per CMH lineage and honors certificate dated 08/13/2025.",1,110.12,11/25/2025,CN=Darnell Jankowitz/OU=Units/O=Army,11/28/2025 13:39:00,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,12/11/2025 18:39:00,9CST0,Coastal Standard & Guidon,12/18/2025 00:39:00,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,03/03/2026,,,,11/25/2025 07:39 | (new) -> Draft | Darnell Jankowitz;11/28/2025 13:39 | Draft -> Submitted | Darnell Jankowitz;11/30/2025 14:39 | Submitted -> Under Review | Theodore Blankenship;12/11/2025 18:39 | Under Review -> Approved | Theodore Blankenship;12/18/2025 00:39 | Approved -> Released to Vendor | Dwayne Petrakis;12/22/2025 01:39 | Released to Vendor -> In Production | Vendor Portal,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;9CST0,[TACOM];[Admin],Routine,CN=Vendor Portal/O=Coastal Standard & Guidon,12/22/2025 01:39:00,W8YAN753298992|W8YAN7|W65260,Darnell Jankowitz,GS-11,Executive Officer,(610) 555-1560,darnell.jankowitz.mil@example.mil
B9CDBC2F0221E065A87CF4AB7293F731,2F62,,01/05/2026 08:02:31,01/05/2026 08:02:31,CN=Sandra Kestleman/OU=Units/O=Army,,WM0U6T50595022,Draft,WEMDTS,WVSGSA,56th Stryker Brigade Combat Team (Pennsylvania Army National Guard),15,A,2C,3AH,,Automobile Flag,04/05/2026,WEMDTS,56th Stryker Brigade Combat Team (Pennsylvania Army National Guard),"Bldg 1850, HQ",Horsham,Horsham,PA,96467,Change of command ceremony,Request automobile flag items for 56th Stryker Brigade Combat Team (Pennsylvania Army National Guard). Ceremony scheduled; items required on hand 30 days prior.,2,299.24,01/05/2026,CN=Sandra Kestleman/OU=Units/O=Army,,,,,,,,,,,,01/05/2026 08:02 | (new) -> Draft | Sandra Kestleman,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;DODAAC-WEMDTS;CN=Sandra Kestleman/OU=Units/O=Army,CN=Sandra Kestleman/OU=Units/O=Army;[TACOM],Routine,CN=Sandra Kestleman/OU=Units/O=Army,01/05/2026 08:02:31,WM0U6T50595022|WEMDTS|WVSGSA,Sandra Kestleman,SGT,Executive Officer,(703) 555-1320,sandra.kestleman.mil@example.mil
FC00F8E5D0679E48214BE059CBDD9C75,2F6E,,08/05/2020 15:14:03,11/08/2020 06:14:03,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WS36CV02181033,Complete,WS36CV,WE4TTA,XVIII Airborne Corps Headquarters and Headquarters Battalion,13,A,2C,,,Guidon,10/04/2020,WS36CV,XVIII Airborne Corps Headquarters and Headquarters Battalion,"Bldg 9602, HQ",Fort Bragg,Fort Bragg,NC,27226,Unit activation,Request guidon items for XVIII Airborne Corps Headquarters and Headquarters Battalion. Existing items unserviceable due to fading and fraying.,2,298.54,08/05/2020,CN=Angela Isherwood/OU=Units/O=Army,08/10/2020 15:14:03,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,08/27/2020 21:14:03,2MDW7,Midwest Heraldic Arts,08/29/2020 02:14:03,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,11/27/2020,,,,08/05/2020 15:14 | (new) -> Draft | Angela Isherwood;08/10/2020 15:14 | Draft -> Submitted | Angela Isherwood;08/17/2020 18:14 | Submitted -> Under Review | Dwayne Petrakis;08/27/2020 21:14 | Under Review -> Approved | Dwayne Petrakis;08/29/2020 02:14 | Approved -> Released to Vendor | Dwayne Petrakis;09/09/2020 03:14 | Released to Vendor -> In Production | Vendor Portal;10/20/2020 06:14 | In Production -> Shipped | Vendor Portal;11/08/2020 06:14 | Shipped -> Complete | Lorraine Whitcombe,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;2MDW7,[TACOM];[Admin],Routine,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,11/08/2020 06:14:03,WS36CV02181033|WS36CV|WE4TTA,Angela Isherwood,CW2,S4,(540) 555-1514,angela.isherwood.mil@example.mil
446EA15743737A18F20FBE3893CEE9B2,2F7A,,02/03/2026 08:23:49,02/14/2026 23:23:49,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,DD1348-6_WH9EE860485119.pdf,WH9EE860485119,Released to Vendor,WRX6K8,WPAKM0,"1st Armored Brigade Combat Team, 1st Cavalry Division",12,J,XP,HER,,Streamer,06/03/2026,WRX6K8,"1st Armored Brigade Combat Team, 1st Cavalry Division","Bldg 8436, Property Book Office",Fort Hood,Fort Hood,TX,12960,Replacement - unserviceable,"Request streamer items for 1st Armored Brigade Combat Team, 1st Cavalry Division. Unit reflagged per HQDA order.",3,170.35,02/03/2026,CN=Helen Whitlock-Bay/OU=Units/O=Army,02/06/2026 08:23:49,CN=Ret Hamlin/OU=CHPSID/O=TACOM,02/13/2026 19:23:49,9CST0,Coastal Standard & Guidon,02/14/2026 23:23:49,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,04/30/2026,,,,02/03/2026 08:23 | (new) -> Draft | Helen Whitlock-Bay;02/06/2026 08:23 | Draft -> Submitted | Helen Whitlock-Bay;02/10/2026 14:23 | Submitted -> Under Review | Ret Hamlin;02/13/2026 19:23 | Under Review -> Approved | Ret Hamlin;02/14/2026 23:23 | Approved -> Released to Vendor | Lorraine Whitcombe,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;9CST0,[TACOM];[Admin],Routine,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,02/14/2026 23:23:49,WH9EE860485119|WRX6K8|WPAKM0,Helen Whitlock-Bay,1LT,Protocol Officer,(856) 555-1142,helen.whitlock.mil@example.mil
1FCAC1765923C60203128F75872BA14A,2F8A,,07/01/2013 07:48:23,08/09/2013 17:48:23,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WB8QWH31825752,Cancelled,WB8QWH,W3TWRA,81st Readiness Division (Army Reserve),15,J,AB,3AZ,,Guidon,10/29/2013,WB8QWH,81st Readiness Division (Army Reserve),"Bldg 2067, S4",Fort Jackson,Fort Jackson,SC,22436,Deployment ceremony,Request guidon items for 81st Readiness Division (Army Reserve). Existing items unserviceable due to fading and fraying.,3,350.83,07/01/2013,CN=Walter Bramwold/OU=Units/O=Army,07/06/2013 07:48:23,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,,,,,,,Requester separated; no longer required,08/09/2013 17:48:23,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,07/01/2013 07:48 | (new) -> Draft | Walter Bramwold;07/06/2013 07:48 | Draft -> Submitted | Walter Bramwold;07/14/2013 13:48 | Submitted -> Under Review | Dwayne Petrakis;08/09/2013 17:48 | Under Review -> Cancelled | Lorraine Whitcombe,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers,[TACOM];[Admin],Routine,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,08/09/2013 17:48:23,WB8QWH31825752|WB8QWH|W3TWRA,Walter Bramwold,1SG,Property Book Officer,(610) 555-1578,walter.bramwold.mil@example.mil
B5C140A9708529DBAD103A4B73CD73D6,2F9A,,09/03/2025 16:34:18,09/21/2025 07:34:18,CN=Ret Hamlin/OU=CHPSID/O=TACOM,DD1348-6_WWCT1F52465966.pdf,WWCT1F52465966,Released to Vendor,WWCT1F,WN4QPA,8th Theater Sustainment Command,12,A,2B,HER,,Automobile Flag,01/01/2026,WWCT1F,8th Theater Sustainment Command,"Bldg 6648, Property Book Office",Fort Shafter,Fort Shafter,HI,29685,Change of command ceremony,Request automobile flag items for 8th Theater Sustainment Command. Ceremony scheduled; items required on hand 30 days prior.,1,122.40,09/03/2025,CN=Raymond Jarvinen-Roe/OU=Units/O=Army,09/08/2025 20:34:18,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,09/18/2025 03:34:18,2VLY8,Valley Forge Regalia Co.,09/21/2025 07:34:18,CN=Ret Hamlin/OU=CHPSID/O=TACOM,11/20/2025,,,,09/03/2025 16:34 | (new) -> Draft | Raymond Jarvinen-Roe;09/08/2025 20:34 | Draft -> Submitted | Raymond Jarvinen-Roe;09/13/2025 02:34 | Submitted -> Under Review | Lorraine Whitcombe;09/18/2025 03:34 | Under Review -> Approved | Lorraine Whitcombe;09/21/2025 07:34 | Approved -> Released to Vendor | Ret Hamlin,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;2VLY8,[TACOM];[Admin],Routine,CN=Ret Hamlin/OU=CHPSID/O=TACOM,09/21/2025 07:34:18,WWCT1F52465966|WWCT1F|WN4QPA,Raymond Jarvinen-Roe,GS-09,Supply Sergeant,(302) 555-1397,raymond.jarvinen.mil@example.mil
85BEE78417634917A77C36DA5AF5F232,2FA2,,08/21/2019 09:40:11,10/24/2019 12:40:11,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,,WSNAV892331677,Complete,WSNAV8,WU7LRA,377th Theater Sustainment Command (Army Reserve),12,A,2C,3AH,,Insignia,02/17/2020,WSNAV8,377th Theater Sustainment Command (Army Reserve),"Bldg 3061, HQ",Belle Chasse,Belle Chasse,LA,32396,Retirement ceremony,Request insignia items for 377th Theater Sustainment Command (Army Reserve). Streamers authorized per CMH lineage and honors certificate dated 07/05/2018.,3,140.50,08/21/2019,CN=Ruth Ashcroft-Mayne/OU=Units/O=Army,08/23/2019 12:40:11,CN=Ret Hamlin/OU=CHPSID/O=TACOM,08/31/2019 19:40:11,5KSB9,Keystone Banner Works,09/01/2019 00:40:11,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,11/30/2019,,,,08/21/2019 09:40 | (new) -> Draft | Ruth Ashcroft-Mayne;08/23/2019 12:40 | Draft -> Submitted | Ruth Ashcroft-Mayne;08/28/2019 18:40 | Submitted -> Under Review | Ret Hamlin;08/31/2019 19:40 | Under Review -> Approved | Ret Hamlin;09/01/2019 00:40 | Approved -> Released to Vendor | Dwayne Petrakis;09/19/2019 05:40 | Released to Vendor -> In Production | Vendor Portal;10/05/2019 06:40 | In Production -> Shipped | Vendor Portal;10/24/2019 12:40 | Shipped -> Complete | Lorraine Whitcombe,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;5KSB9,[TACOM];[Admin],Routine,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,10/24/2019 12:40:11,WSNAV892331677|WSNAV8|WU7LRA,Ruth Ashcroft-Mayne,GS-09,S4,(267) 555-1640,ruth.ashcroft.mil@example.mil
3CA597C886767BD690CEA43C8CDC2319,2FB2,,10/17/2025 08:24:39,11/12/2025 21:24:39,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,DD1348-6_WVLFGZ52903856.pdf,WVLFGZ52903856,Released to Vendor,WVLFGZ,WEKP2A,Intelligence Center of Excellence,15,A,6A,,,Mixed,12/16/2025,WVLFGZ,Intelligence Center of Excellence,"Bldg 1743, Supply",Fort Huachuca,Fort Huachuca,AZ,64848,Reflagging,Request mixed items for Intelligence Center of Excellence. Unit reflagged per HQDA order.,3,1992.88,10/17/2025,CN=Angela Washington-Pryce/OU=Units/O=Army,10/19/2025 13:24:39,CN=Ret Hamlin/OU=CHPSID/O=TACOM,11/05/2025 20:24:39,9CST0,Coastal Standard & Guidon,11/12/2025 21:24:39,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,12/12/2025,,,,10/17/2025 08:24 | (new) -> Draft | Angela Washington-Pryce;10/19/2025 13:24 | Draft -> Submitted | Angela Washington-Pryce;10/28/2025 16:24 | Submitted -> Under Review | Ret Hamlin;11/05/2025 20:24 | Under Review -> Approved | Ret Hamlin;11/12/2025 21:24 | Approved -> Released to Vendor | Lorraine Whitcombe,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;9CST0,[TACOM];[Admin],Routine,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,11/12/2025 21:24:39,WVLFGZ52903856|WVLFGZ|WEKP2A,Angela Washington-Pryce,1LT,Unit Commander,(717) 555-1250,angela.washington.mil@example.mil
EE0F79A1F659FC1249CE5DCC88072673,2FC2,,06/13/2025 12:08:38,07/27/2025 06:08:38,"CN=Vendor Portal/O=Old Line Embroidery, Inc.",DD1348-6_WZMAN851648362.pdf,WZMAN851648362,In Production,WZMAN8,WDM3SA,116th Infantry Brigade Combat Team (Virginia Army National Guard),12,A,GD,9GU,,Streamer,10/11/2025,WZMAN8,116th Infantry Brigade Combat Team (Virginia Army National Guard),"Bldg 896, S4",Staunton,Staunton,VA,16508,Retirement ceremony,Request streamer items for 116th Infantry Brigade Combat Team (Virginia Army National Guard). Streamers authorized per CMH lineage and honors certificate dated 02/28/2008.,1,98.32,06/13/2025,CN=Mary Ahlquist-Bane/OU=Units/O=Army,06/15/2025 14:08:38,CN=Theodore Blankenship/OU=TroopSupport/O=DLA,07/04/2025 20:08:38,0PLE4,"Old Line Embroidery, Inc.",07/12/2025 00:08:38,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,09/25/2025,,,,06/13/2025 12:08 | (new) -> Draft | Mary Ahlquist-Bane;06/15/2025 14:08 | Draft -> Submitted | Mary Ahlquist-Bane;06/22/2025 20:08 | Submitted -> Under Review | Theodore Blankenship;07/04/2025 20:08 | Under Review -> Approved | Theodore Blankenship;07/12/2025 00:08 | Approved -> Released to Vendor | Lorraine Whitcombe;07/27/2025 06:08 | Released to Vendor -> In Production | Vendor Portal,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;0PLE4,[TACOM];[Admin],Routine,"CN=Vendor Portal/O=Old Line Embroidery, Inc.",07/27/2025 06:08:38,WZMAN851648362|WZMAN8|WDM3SA,Mary Ahlquist-Bane,GS-11,S4,(302) 555-1926,mary.ahlquist.mil@example.mil
56ABF8F1A71DEB3D31F8A58E6CF13E1E,2FCA,,04/07/2025 15:54:59,05/21/2025 08:54:59,"CN=Vendor Portal/O=Old Line Embroidery, Inc.",DD1348-6_WXYU7G50978439.pdf,WXYU7G50978439,In Production,WXYU7G,WHG29A,"2nd Infantry Brigade Combat Team, 25th Infantry Division",15,A,6B,,,Organizational Colors,08/05/2025,WXYU7G,"2nd Infantry Brigade Combat Team, 25th Infantry Division","Bldg 7816, HQ",Schofield Barracks,Schofield Barracks,HI,36704,Replacement - unserviceable,"Request organizational colors items for 2nd Infantry Brigade Combat Team, 25th Infantry Division. Streamers authorized per CMH lineage and honors certificate dated 03/16/2004.",2,2737.59,04/07/2025,CN=Anthony Vanterpool/OU=Units/O=Army,04/12/2025 16:54:59,CN=Dwayne Petrakis/OU=CHPSID/O=TACOM,04/30/2025 01:54:59,0PLE4,"Old Line Embroidery, Inc.",05/02/2025 04:54:59,CN=Lorraine Whitcombe/OU=CHPSID/O=TACOM,07/01/2025,,,,04/07/2025 15:54 | (new) -> Draft | Anthony Vanterpool;04/12/2025 16:54 | Draft -> Submitted | Anthony Vanterpool;04/22/2025 21:54 | Submitted -> Under Review | Dwayne Petrakis;04/30/2025 01:54 | Under Review -> Approved | Dwayne Petrakis;05/02/2025 04:54 | Approved -> Released to Vendor | Lorraine Whitcombe;05/21/2025 08:54 | Released to Vendor -> In Production | Vendor Portal,[TACOM];[Admin];[ReadOnlyAudit];LocalDomainServers;0PLE4,[TACOM];[Admin],Routine,"CN=Vendor Portal/O=Old Line Embroidery, Inc.",05/21/2025 08:54:59,WXYU7G50978439|WXYU7G|WHG29A,Anthony Vanterpool,SSG,Property Book Officer,(302) 555-1155,anthony.vanterpool.mil@example.mil
