UNID,NoteID,ParentUNID,Created,Modified,LastUpdatedBy,Attachments,JobNumber,CaseNumber,VeteranName,JobStatus,Priority,Items,EngravingText,Font,Machine,ProofChecked,QueuedDate,StartedDate,CompletedDate,Engraver,ReworkCount,Notes,DocReaders,DaysInQueue
8793FEC6E6294782536C5BDE18C940FF,CF66,,03/20/2006 17:28:07,03/30/2006 17:28:07,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2006-00970,VMA-2006-000074,"Izquierdo, Marcus",Complete,Routine,Purple Heart :: M. IZQUIERDO;Bronze Star Medal :: M. IZQUIERDO,M. IZQUIERDO,Roman,Rotary-A,Spelling verified against authorization record;Award matches line item,03/20/2006 17:28:07,03/20/2006 17:28:07,03/30/2006 17:28:07,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,10
373AB8C1EBA089A055BACEDE59A6DEF3,CF6A,,06/02/2011 10:43:27,06/18/2011 15:43:27,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2011-01335,VMA-2011-000110,"Ellsworthy Jr., Marcus",Complete,Congressional,Distinguished Flying Cross :: M. D. ELLSWORTHY JR.,M. D. ELLSWORTHY JR.,Block,Laser-1,Spelling verified against authorization record;Award matches line item,06/02/2011 10:43:27,06/06/2011 10:43:27,06/18/2011 15:43:27,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,16
9EAF01987E73FD4B8BC14E7DECFBF923,CF6E,,10/21/2008 12:14:59,10/24/2008 12:14:59,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2008-01110,VMA-2008-000076,"Nakashima, William",Complete,Expedite,Bronze Star Medal :: W. H. NAKASHIMA,W. H. NAKASHIMA,Roman,Rotary-A,Spelling verified against authorization record;Award matches line item,10/21/2008 12:14:59,10/21/2008 12:14:59,10/24/2008 12:14:59,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,3
A4D7BDB03976FFF293A7966792881695,CF72,,07/27/2014 22:22:50,08/14/2014 03:22:50,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2014-00909,VMA-2014-000073,"Umberlake, Betty",Complete,Routine,Silver Star :: B. N. UMBERLAKE;Air Medal :: B. N. UMBERLAKE,B. N. UMBERLAKE,Roman,Rotary-A,Spelling verified against authorization record;Award matches line item,07/27/2014 22:22:50,07/27/2014 22:22:50,08/14/2014 03:22:50,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,18
8D9F174C72D97A032F55685B3EE89AEA,CF76,,09/21/2016 17:40:00,10/06/2016 19:40:00,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2016-01077,VMA-2016-000068,"Nakashima, Andre",Complete,Routine,Bronze Star Medal :: A. P. NAKASHIMA;Army Commendation Medal :: A. P. NAKASHIMA,A. P. NAKASHIMA,Block,Rotary-A,Spelling verified against authorization record;Award matches line item,09/21/2016 17:40:00,09/21/2016 17:40:00,10/06/2016 19:40:00,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,15
60F899F4369217A9DBECE6EB54C00B22,CF7A,,04/01/2026 17:14:12,04/06/2026 18:14:12,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2026-00748,VMA-2026-000314,"Ashcroft-Mayne, Timothy",Complete,Routine,Army Commendation Medal :: T. D. ASHCROFT-MAYNE,T. D. ASHCROFT-MAYNE,Block,Laser-2,Spelling verified against authorization record;Award matches line item,04/01/2026 17:14:12,04/04/2026 17:14:12,04/06/2026 18:14:12,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,5
05D4B2682B2CD8CADE98167DB21C064A,CF7E,,10/01/2021 13:20:54,10/11/2021 18:20:54,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2021-01210,VMA-2021-000100,"Castellanos, Arthur",Complete,Routine,Army Commendation Medal :: A. G. CASTELLANOS,A. G. CASTELLANOS,Block,Laser-1,Spelling verified against authorization record;Award matches line item,10/01/2021 13:20:54,10/03/2021 13:20:54,10/11/2021 18:20:54,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,10
CA84100E7EBA8BDD24E0BE8178677FFE,CF82,,03/17/2004 19:24:16,03/24/2004 00:24:16,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2004-00821,VMA-2004-000050,"Jankowitz, Howard",Complete,Routine,Army Commendation Medal :: H. N. JANKOWITZ,H. N. JANKOWITZ,Script,Rotary-A,Spelling verified against authorization record;Award matches line item,03/17/2004 19:24:16,03/17/2004 19:24:16,03/24/2004 00:24:16,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,7
BBDE7A0ACB596FA61CEE4AD1D9951523,CF86,,03/26/2009 15:40:26,04/01/2009 18:40:26,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2009-01003,VMA-2009-000076,"Zellinger, Mark",Complete,Routine,Bronze Star Medal :: M. K. ZELLINGER,M. K. ZELLINGER,Block,Rotary-A,Spelling verified against authorization record;Award matches line item,03/26/2009 15:40:26,03/26/2009 15:40:26,04/01/2009 18:40:26,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,6
915C60AD224EDAD0868E206CAE8E4975,CF8A,,09/14/2010 14:18:51,09/20/2010 19:18:51,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2010-00062,VMA-2010-000007,"Abernook, Kevin",Complete,Routine,Army Commendation Medal :: K. ABERNOOK,K. ABERNOOK,Block,Laser-2,Spelling verified against authorization record;Award matches line item,09/14/2010 14:18:51,09/15/2010 14:18:51,09/20/2010 19:18:51,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,6
9836056927BB61CF9DEBE3774388059C,CF8E,,09/05/2025 17:56:09,09/13/2025 20:56:09,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2025-00723,VMA-2025-000077,"Yellowley, Ruth",Complete,Routine,Army Commendation Medal :: R. J. YELLOWLEY,R. J. YELLOWLEY,Roman,Rotary-A,Spelling verified against authorization record;Award matches line item,09/05/2025 17:56:09,09/07/2025 17:56:09,09/13/2025 20:56:09,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,8
AA72F81B3453D30C697C7B721D28E610,CF92,,10/05/2021 15:28:49,10/14/2021 20:28:49,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2021-01388,VMA-2021-000119,"Galbreath, Terrence",Complete,Congressional,Silver Star :: T. S. GALBREATH,T. S. GALBREATH,Block,Hand,Spelling verified against authorization record;Award matches line item,10/05/2021 15:28:49,10/08/2021 15:28:49,10/14/2021 20:28:49,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,9
A473F6D5C16030AAF5EB00BEC1E3616E,CF96,,08/28/2019 16:03:22,09/14/2019 18:03:22,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2019-01352,VMA-2019-000107,"Kellerhaus, Ryan",Complete,Routine,Distinguished Flying Cross :: R. M. KELLERHAUS;Silver Star :: R. M. KELLERHAUS,R. M. KELLERHAUS,Script,Hand,Spelling verified against authorization record;Award matches line item,08/28/2019 16:03:22,08/29/2019 16:03:22,09/14/2019 18:03:22,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,17
B13EE555752DA00ED1C34BAB664BDE97,CF9A,,07/13/2017 13:52:52,07/26/2017 13:52:52,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2017-00786,VMA-2017-000063,"Palomares, Sarah",Complete,Routine,Army Commendation Medal :: S. PALOMARES,S. PALOMARES,Block,Laser-2,Spelling verified against authorization record;Award matches line item,07/13/2017 13:52:52,07/13/2017 13:52:52,07/26/2017 13:52:52,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,13
7E85EC68945254BAE1E2BE31A073D879,CF9E,,10/26/2018 16:11:11,11/01/2018 21:11:11,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2018-00074,VMA-2018-000009,"Trevino, Andrew",Complete,Routine,Army Commendation Medal :: A. TREVINO;Purple Heart :: A. TREVINO,A. TREVINO,Roman,Hand,Spelling verified against authorization record;Award matches line item,10/26/2018 16:11:11,10/30/2018 16:11:11,11/01/2018 21:11:11,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,6
3846F67FEA53113CD91FFF7425ECF7D6,CFA2,,11/16/2024 17:09:03,11/19/2024 20:09:03,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2024-01023,VMA-2024-000083,"Kellerhaus, Ralph",Complete,Routine,Army Commendation Medal :: R. M. KELLERHAUS,R. M. KELLERHAUS,Roman,Laser-1,Spelling verified against authorization record;Award matches line item,11/16/2024 17:09:03,11/19/2024 17:09:03,11/19/2024 20:09:03,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,3
CF0225512153B86204D411F15CC6391D,CFA6,,06/12/2025 17:07:33,06/20/2025 22:07:33,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2025-01194,VMA-2025-000130,"Villanueva-Cox, Steven",Complete,Routine,Purple Heart :: S. M. VILLANUEVA-COX,S. M. VILLANUEVA-COX,Block,Laser-2,Spelling verified against authorization record;Award matches line item,06/12/2025 17:07:33,06/15/2025 17:07:33,06/20/2025 22:07:33,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,8
7C3D648AF8A2CE7A04960F6E97014362,CFAA,,04/26/2018 16:53:48,05/07/2018 17:53:48,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2018-00167,VMA-2018-000016,"Nakashima, Ralph",Complete,Routine,Bronze Star Medal :: R. K. NAKASHIMA,R. K. NAKASHIMA,Block,Rotary-A,Spelling verified against authorization record;Award matches line item,04/26/2018 16:53:48,04/27/2018 16:53:48,05/07/2018 17:53:48,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,11
7233B6F23E19E5BF0AF7918A2EE38759,CFAE,,02/11/2026 20:00:42,02/25/2026 00:00:42,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2026-01242,VMA-2026-000539,"Xanthopoulos, Joshua",Complete,Routine,Bronze Star Medal :: J. K. XANTHOPOULOS,J. K. XANTHOPOULOS,Roman,Laser-2,Spelling verified against authorization record;Award matches line item,02/11/2026 20:00:42,02/11/2026 20:00:42,02/25/2026 00:00:42,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,14
90A5301C03CADA1471D2FA4AD26650C3,CFB2,,02/10/2006 15:15:36,02/24/2006 18:15:36,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2006-00519,VMA-2006-000039,"Isherwood, Angela",Complete,Congressional,Bronze Star Medal :: A. A. ISHERWOOD;Purple Heart :: A. A. ISHERWOOD,A. A. ISHERWOOD,Block,Hand,Spelling verified against authorization record;Award matches line item,02/10/2006 15:15:36,02/10/2006 15:15:36,02/24/2006 18:15:36,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,14
45CB9C788347C178697B1A6AF873C801,CFB6,,04/05/2015 14:37:51,04/05/2015 14:37:51,CN=Marlene Okafor/OU=CHPSID/O=TACOM,,ENG-2015-01099,VMA-2015-000086,"Norquist, Ryan",Cancelled,Routine,Silver Star :: R. NORQUIST,R. NORQUIST,Block,,,04/05/2015 14:37:51,,,,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,0
971DF9DA09299A941F818BD7AC08C488,CFBA,,12/02/2009 18:48:47,12/05/2009 21:48:47,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2009-01148,VMA-2009-000083,"Fortenbury, Eugene",Complete,Congressional,Army Commendation Medal :: E. FORTENBURY;Purple Heart :: E. FORTENBURY;Bronze Star Medal :: E. FORTENBURY;Silver Star :: E. FORTENBURY,E. FORTENBURY,Block,Rotary-A,Spelling verified against authorization record;Award matches line item,12/02/2009 18:48:47,12/04/2009 18:48:47,12/05/2009 21:48:47,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,1,Rework: name misspelled on first pass - verified against DD-214.,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,3
DCC5B7E86467BEAE21844BFE4DE8928E,CFBE,,05/02/2017 15:41:00,05/10/2017 16:41:00,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2017-00112,VMA-2017-000011,"Ahlquist, Ralph",Complete,Routine,Army Commendation Medal :: R. A. AHLQUIST,R. A. AHLQUIST,Roman,Hand,Spelling verified against authorization record;Award matches line item,05/02/2017 15:41:00,05/04/2017 15:41:00,05/10/2017 16:41:00,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,8
C495348BB51BA48C177C1B57B62971DF,CFC2,,10/29/2015 16:24:59,11/07/2015 21:24:59,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2015-00567,VMA-2015-000048,"Montgomerie, Harold",Complete,Congressional,Army Commendation Medal :: H. S. MONTGOMERIE,H. S. MONTGOMERIE,Block,Hand,Spelling verified against authorization record;Award matches line item,10/29/2015 16:24:59,10/30/2015 16:24:59,11/07/2015 21:24:59,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,9
42387983C5F31E772C00C00054E66881,CFC6,,04/19/2026 12:44:22,05/05/2026 16:44:22,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2026-01300,VMA-2026-000559,"Figueroa, Linda",Complete,Congressional,Air Medal :: L. N. FIGUEROA,L. N. FIGUEROA,Block,Laser-2,Spelling verified against authorization record;Award matches line item,04/19/2026 12:44:22,04/19/2026 12:44:22,05/05/2026 16:44:22,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,16
A58578EE1C8AFB6925F25E15CE766D21,CFCA,,04/27/2019 13:54:25,05/08/2019 16:54:25,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2019-01351,VMA-2019-000106,"Sallisaw, Brian",Complete,Routine,Army Commendation Medal :: B. F. SALLISAW,B. F. SALLISAW,Block,Hand,Spelling verified against authorization record;Award matches line item,04/27/2019 13:54:25,05/01/2019 13:54:25,05/08/2019 16:54:25,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,11
A0DC4C369E24EE450CDE61135928E5B7,CFCE,,04/11/2020 15:25:10,04/11/2020 15:25:10,CN=Renata Vasquez-Holm/OU=CHPSID/O=TACOM,,ENG-2020-01418,VMA-2020-000102,"Pemberley, Lisa",Cancelled,Routine,Purple Heart :: L. PEMBERLEY;Silver Star :: L. PEMBERLEY,L. PEMBERLEY,Roman,,,04/11/2020 15:25:10,,,,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,0
D0264E8912A02A84811E292B3ECF72A6,CFD2,,02/12/2007 11:22:30,02/19/2007 14:22:30,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2007-01319,VMA-2007-000084,"Barrowclough, Joshua",Complete,Routine,Bronze Star Medal :: J. G. BARROWCLOUGH;Purple Heart :: J. G. BARROWCLOUGH,J. G. BARROWCLOUGH,Block,Rotary-A,Spelling verified against authorization record;Award matches line item,02/12/2007 11:22:30,02/15/2007 11:22:30,02/19/2007 14:22:30,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,7
85CAD5376FB1C39F60D7D00D8E1DF389,CFD6,,02/06/2014 12:37:22,02/20/2014 17:37:22,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2014-00705,VMA-2022-000040,"Vandermolen, Jeffrey",Complete,Routine,Bronze Star Medal :: J. N. VANDERMOLEN,J. N. VANDERMOLEN,Block,Laser-2,Spelling verified against authorization record;Award matches line item,02/06/2014 12:37:22,02/09/2014 12:37:22,02/20/2014 17:37:22,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,14
CD2C4652460F4701A5D7D398A1908F69,CFDA,,02/22/2026 17:24:08,03/06/2026 20:24:08,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2026-00206,VMA-2026-000076,"Figueroa, William",Complete,Routine,Purple Heart :: W. K. FIGUEROA,W. K. FIGUEROA,Block,Laser-1,Spelling verified against authorization record;Award matches line item,02/22/2026 17:24:08,02/25/2026 17:24:08,03/06/2026 20:24:08,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,12
C11218C63C9A8D37CE0DBA6E0FC50DB3,CFDE,,08/04/2017 08:28:59,08/08/2017 10:28:59,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2017-00910,VMA-2017-000074,"Rockwell, Rafael",Complete,Routine,Army Commendation Medal :: R. L. ROCKWELL;Air Medal :: R. L. ROCKWELL,R. L. ROCKWELL,Block,Hand,Spelling verified against authorization record;Award matches line item,08/04/2017 08:28:59,08/05/2017 08:28:59,08/08/2017 10:28:59,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,4
4F73A4F62185EDAADE00156E9C706B18,CFE2,,07/30/2025 15:00:51,08/10/2025 18:00:51,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2025-00724,VMA-2025-000078,"Rockwell, Frances",Complete,Routine,Bronze Star Medal :: F. K. ROCKWELL;Silver Star :: F. K. ROCKWELL;Purple Heart :: F. K. ROCKWELL,F. K. ROCKWELL,Script,Rotary-A,Spelling verified against authorization record;Award matches line item,07/30/2025 15:00:51,07/30/2025 15:00:51,08/10/2025 18:00:51,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,11
62E9AAAA5955B0B01BEF8B0124AC2F77,CFE6,,08/12/2022 11:46:51,08/30/2022 11:46:51,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2022-00539,VMA-2022-000040,"Dunmore-Vey, Charles",Complete,Routine,Air Medal :: C. P. DUNMORE-VEY,C. P. DUNMORE-VEY,Script,Laser-2,Spelling verified against authorization record;Award matches line item,08/12/2022 11:46:51,08/16/2022 11:46:51,08/30/2022 11:46:51,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,18
64B1A6DB786CF199C9D74D5764E9ED9F,CFEA,,12/14/2010 15:34:08,12/18/2010 17:34:08,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2010-00098,VMA-2010-000010,"Mackelvane, Terrence",Complete,Routine,Purple Heart :: T. A. MACKELVANE,T. A. MACKELVANE,Script,Laser-2,Spelling verified against authorization record;Award matches line item,12/14/2010 15:34:08,12/16/2010 15:34:08,12/18/2010 17:34:08,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,4
FE204DA087B724275ACFB79D1F57747D,CFEE,,06/21/2005 15:55:35,07/04/2005 17:55:35,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2005-00365,VMA-2005-000042,"Nethercott, Robert",Complete,Routine,Purple Heart :: R. B. NETHERCOTT;Silver Star :: R. B. NETHERCOTT,R. B. NETHERCOTT,Block,Laser-1,Spelling verified against authorization record;Award matches line item,06/21/2005 15:55:35,06/25/2005 15:55:35,07/04/2005 17:55:35,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,13
6C6813C17117ECDBC7C81CF4FDD477F7,CFF2,,05/12/2014 10:04:23,05/18/2014 14:04:23,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2014-01065,VMA-2014-000091,"Wexcombe, Ryan",Complete,Routine,Purple Heart :: R. WEXCOMBE,R. WEXCOMBE,Block,Laser-2,Spelling verified against authorization record;Award matches line item,05/12/2014 10:04:23,05/15/2014 10:04:23,05/18/2014 14:04:23,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,6
018CCDA077D497A2780F8B9A2E454F28,CFF6,,04/08/2018 17:49:01,04/18/2018 19:49:01,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2018-01174,VMA-2018-000092,"Jessup, Daniel",Complete,Routine,Air Medal :: D. JESSUP,D. JESSUP,Block,Laser-2,Spelling verified against authorization record;Award matches line item,04/08/2018 17:49:01,04/11/2018 17:49:01,04/18/2018 19:49:01,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,10
78D2279BF126D9AAC0F9203D6E6BDA0A,CFFA,,08/26/2019 15:44:05,09/05/2019 17:44:05,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2019-00049,VMA-2019-000007,"Underhill-Voss, Ernesto",Complete,Expedite,Air Medal :: E. K. UNDERHILL-VOSS,E. K. UNDERHILL-VOSS,Block,Laser-1,Spelling verified against authorization record;Award matches line item,08/26/2019 15:44:05,08/26/2019 15:44:05,09/05/2019 17:44:05,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,10
0E31E2DFAD63DA006DEA5B15564DE9DC,CFFE,,07/16/2022 20:43:49,07/27/2022 22:43:49,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2022-00597,VMA-2022-000046,"Haverstock, David",Complete,Congressional,Purple Heart :: D. H. HAVERSTOCK,D. H. HAVERSTOCK,Block,Hand,Spelling verified against authorization record;Award matches line item,07/16/2022 20:43:49,07/18/2022 20:43:49,07/27/2022 22:43:49,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,11
059985644389D165355BB3DF3FD7085C,D002,,01/15/2021 16:45:01,01/27/2021 17:45:01,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2021-00531,VMA-2021-000045,"Quinonez, Andrew",Complete,Congressional,Army Commendation Medal :: A. P. QUINONEZ,A. P. QUINONEZ,Script,Rotary-A,Spelling verified against authorization record;Award matches line item,01/15/2021 16:45:01,01/17/2021 16:45:01,01/27/2021 17:45:01,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,12
6BF084C1D7D5588578B601E0CAD1002E,D006,,10/22/2017 14:19:28,11/08/2017 14:19:28,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2017-01204,VMA-2017-000091,"Rathbourne, Thomas",Complete,Congressional,Silver Star :: T. L. RATHBOURNE,T. L. RATHBOURNE,Block,Laser-1,Spelling verified against authorization record;Award matches line item,10/22/2017 14:19:28,10/25/2017 14:19:28,11/08/2017 14:19:28,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,17
46B6C2800C6DB36984EA956FC3BE4A2C,D00A,,03/29/2026 20:59:10,04/12/2026 00:59:10,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2026-01240,VMA-2026-000537,"Rockwell-Sayre, Marcus",Complete,Routine,Army Commendation Medal :: M. R. ROCKWELL-SAYRE;Air Medal :: M. R. ROCKWELL-SAYRE,M. R. ROCKWELL-SAYRE,Block,Laser-2,Spelling verified against authorization record;Award matches line item,03/29/2026 20:59:10,03/30/2026 20:59:10,04/12/2026 00:59:10,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,14
8DDC60EBBF1714A4E10DB71699240EFE,D00E,,07/17/2026 16:27:30,07/31/2026 20:27:30,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,,ENG-2026-00450,VMA-2026-000180,"Lattimore, Susan",Complete,Routine,Silver Star :: S. T. LATTIMORE,S. T. LATTIMORE,Block,Laser-1,Spelling verified against authorization record;Award matches line item,07/17/2026 16:27:30,07/17/2026 16:27:30,07/31/2026 20:27:30,CN=Oswaldo Ferreira-Lund/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,14
25B9FBDE9A518D8160A3AB2A7D5F81FE,D012,,01/01/2018 09:19:35,01/14/2018 11:19:35,CN=Hector Amundsen/OU=CHPSID/O=TACOM,,ENG-2018-00260,VMA-2017-000023,"Washington, Jose",Complete,Routine,Bronze Star Medal :: J. P. WASHINGTON,J. P. WASHINGTON,Script,Hand,Spelling verified against authorization record;Award matches line item,01/01/2018 09:19:35,01/03/2018 09:19:35,01/14/2018 11:19:35,CN=Hector Amundsen/OU=CHPSID/O=TACOM,0,,[TACOM];[CSR];[Admin];[ReadOnlyAudit];LocalDomainServers,13
